net,mu,bwd,k,D_cfg,T,T_max,acl
NN4,32,T,4,1e-06,0.0017894315720064062,0.0017894315720064055,"[64, 63, 64, 49, 63, 32, 1]"
NN5,1,R,1,1e-09,0.00013866108909973464,0.00013866108909973464,"[63, 63, 63, 1]"
NN5,1,R,1,1e-08,0.00013871508909973462,0.00013871508909973462,"[63, 63, 63, 1]"
NN5,1,R,1,1e-07,0.0001392550890997346,0.00013925508909973464,"[63, 63, 63, 1]"
NN5,1,R,1,1e-06,0.00014465508909973463,0.00014465508909973463,"[63, 63, 63, 1]"
NN5,1,R,4,1e-09,0.0001258486742067277,0.0001258486742067277,"[63, 63, 63, 1]"
NN5,1,R,4,1e-08,0.0001258936742067277,0.00012589367420672771,"[63, 63, 63, 1]"
NN5,1,R,4,1e-07,0.00012634367420672773,0.0001263436742067277,"[63, 63, 63, 1]"
NN5,1,R,4,1e-06,0.00013122214792326404,0.00013122214792326404,"[63, 63, 63, 1]"
NN5,1,T,1,1e-09,0.0001280212029411694,0.0001280212029411694,"[63, 63, 63, 1]"
NN5,1,T,1,1e-08,0.0001280752029411694,0.00012807520294116939,"[63, 63, 63, 1]"
NN5,1,T,1,1e-07,0.0001286152029411694,0.0001286152029411694,"[63, 63, 63, 1]"
NN5,1,T,1,1e-06,0.0001340152029411694,0.0001340152029411694,"[63, 63, 63, 1]"
NN5,1,T,4,1e-09,0.00012638090882352235,0.00012638090882352235,"[63, 63, 63, 1]"
NN5,1,T,4,1e-08,0.00012643490882352236,0.00012643490882352233,"[63, 63, 63, 1]"
NN5,1,T,4,1e-07,0.00012697490882352232,0.00012697490882352232,"[63, 63, 63, 1]"
NN5,1,T,4,1e-06,0.00013237490882352234,0.00013237490882352234,"[63, 63, 63, 1]"
NN5,8,R,1,1e-09,0.0005945471229144576,0.0005945471229144576,"[63, 63, 63, 1]"
NN5,8,R,1,1e-08,0.0005946011229144576,0.0005946011229144576,"[63, 63, 63, 1]"
NN5,8,R,1,1e-07,0.0005951411229144577,0.0005951411229144577,"[63, 63, 63, 1]"
NN5,8,R,1,1e-06,0.0006005411229144577,0.0006005411229144577,"[63, 63, 63, 1]"
NN5,8,R,4,1e-09,0.0004922005903743919,0.000492200590374392,"[63, 63, 63, 1]"
NN5,8,R,4,1e-08,0.0004922455903743919,0.0004922455903743919,"[63, 63, 63, 1]"
NN5,8,R,4,1e-07,0.000492695590374392,0.000492695590374392,"[63, 63, 63, 1]"
NN5,8,R,4,1e-06,0.0004971955903743919,0.0004971955903743919,"[63, 63, 63, 1]"
NN5,8,T,1,1e-09,0.00047971859226619525,0.0004797185922661952,"[63, 63, 63, 1]"
NN5,8,T,1,1e-08,0.0004797725922661951,0.0004797725922661952,"[63, 63, 63, 1]"
NN5,8,T,1,1e-07,0.00048031259226619517,0.0004803125922661952,"[63, 63, 63, 1]"
NN5,8,T,1,1e-06,0.00048571259226619514,0.0004857125922661952,"[63, 63, 63, 1]"
NN5,8,T,4,1e-09,0.0004665768275603128,0.0004665768275603128,"[63, 63, 63, 1]"
NN5,8,T,4,1e-08,0.0004666308275603128,0.0004666308275603128,"[63, 63, 63, 1]"
NN5,8,T,4,1e-07,0.00046717082756031285,0.00046717082756031285,"[63, 63, 63, 1]"
NN5,8,T,4,1e-06,0.0004725708275603128,0.0004725708275603128,"[63, 63, 63, 1]"
NN5,16,R,1,1e-09,0.0011232103717108827,0.0011232103717108827,"[63, 63, 63, 1]"
NN5,16,R,1,1e-08,0.0011232643717108827,0.0011232643717108827,"[63, 63, 63, 1]"
NN5,16,R,1,1e-07,0.0011238043717108825,0.0011238043717108827,"[63, 63, 63, 1]"
NN5,16,R,1,1e-06,0.0011292043717108827,0.0011292043717108827,"[63, 63, 63, 1]"
NN5,16,R,4,1e-09,0.000918539133288464,0.000918539133288464,"[63, 63, 63, 1]"
NN5,16,R,4,1e-08,0.000918584133288464,0.000918584133288464,"[63, 63, 63, 1]"
NN5,16,R,4,1e-07,0.000919034133288464,0.000919034133288464,"[63, 63, 63, 1]"
NN5,16,R,4,1e-06,0.000923534133288464,0.0009235341332884641,"[63, 63, 63, 1]"
NN5,16,T,1,1e-09,0.0008910906845785298,0.0008910906845785298,"[63, 63, 63, 1]"
NN5,16,T,1,1e-08,0.0008911446845785298,0.0008911446845785298,"[63, 63, 63, 1]"
NN5,16,T,1,1e-07,0.0008916846845785297,0.0008916846845785298,"[63, 63, 63, 1]"
NN5,16,T,1,1e-06,0.0008970846845785299,0.0008970846845785299,"[63, 63, 63, 1]"
NN5,16,T,4,1e-09,0.0008648071551667651,0.0008648071551667651,"[63, 63, 63, 1]"
NN5,16,T,4,1e-08,0.000864861155166765,0.000864861155166765,"[63, 63, 63, 1]"
NN5,16,T,4,1e-07,0.0008654011551667651,0.0008654011551667651,"[63, 63, 63, 1]"
NN5,16,T,4,1e-06,0.0008708011551667651,0.0008708011551667651,"[63, 63, 63, 1]"
NN5,32,R,1,1e-09,0.002253006450142189,0.002253006450142189,"[63, 63, 63, 1]"
NN5,32,R,1,1e-08,0.002253060450142188,0.0022530604501421886,"[63, 63, 63, 1]"
NN5,32,R,1,1e-07,0.0022536004501421884,0.002253600450142189,"[63, 63, 63, 1]"
NN5,32,R,1,1e-06,0.0022590004501421884,0.0022590004501421884,"[63, 63, 63, 1]"
NN5,32,R,4,1e-09,0.0018436857999550639,0.0018436857999550639,"[63, 63, 63, 1]"
NN5,32,R,4,1e-08,0.001843730799955064,0.001843730799955064,"[63, 63, 63, 1]"
NN5,32,R,4,1e-07,0.001844180799955064,0.001844180799955064,"[63, 63, 63, 1]"
NN5,32,R,4,1e-06,0.0018486807999550637,0.0018486807999550641,"[63, 63, 63, 1]"
NN5,32,T,1,1e-09,0.0017861397800441826,0.0017861397800441828,"[63, 63, 63, 1]"
NN5,32,T,1,1e-08,0.0017861937800441826,0.0017861937800441828,"[63, 63, 63, 1]"
NN5,32,T,1,1e-07,0.0017867337800441827,0.0017867337800441829,"[63, 63, 63, 1]"
NN5,32,T,1,1e-06,0.0017921337800441827,0.001792133780044183,"[63, 63, 63, 1]"
NN5,32,T,4,1e-09,0.0017335727212206531,0.0017335727212206536,"[63, 63, 63, 1]"
NN5,32,T,4,1e-08,0.0017336267212206533,0.0017336267212206533,"[63, 63, 63, 1]"
NN5,32,T,4,1e-07,0.0017341667212206534,0.0017341667212206534,"[63, 63, 63, 1]"
NN5,32,T,4,1e-06,0.0017395667212206532,0.0017395667212206534,"[63, 63, 63, 1]"
NN6,1,R,1,1e-09,0.00028866910261974405,0.000288669102619744,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,1,1e-08,0.000288795102619744,0.000288795102619744,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,1,1e-07,0.00029005510261974403,0.000290055102619744,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,1,1e-06,0.000302655102619744,0.000302655102619744,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,4,1e-09,0.0002548919818443841,0.0002548919818443841,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,4,1e-08,0.00025500898184438415,0.0002550089818443841,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,4,1e-07,0.0002561789818443842,0.0002561789818443841,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,R,4,1e-06,0.00026825745556092047,0.0002682574555609204,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,1,1e-09,0.0002800795996785675,0.00028007959967856746,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,1,1e-08,0.00028020559967856744,0.0002802055996785675,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,1,1e-07,0.0002814655996785675,0.0002814655996785675,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,1,1e-06,0.0002940655996785674,0.0002940655996785675,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,4,1e-09,0.0002761098937962145,0.00027610989379621447,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,4,1e-08,0.0002762358937962146,0.0002762358937962145,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,4,1e-07,0.0002774958937962145,0.0002774958937962145,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,1,T,4,1e-06,0.00029009589379621454,0.0002900958937962145,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,1,1e-09,0.0012682504751687636,0.0012682504751687636,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,1,1e-08,0.0012683764751687636,0.0012683764751687636,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,1,1e-07,0.0012696364751687637,0.0012696364751687635,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,1,1e-06,0.0012822364751687635,0.0012822364751687635,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,4,1e-09,0.0009981862955698746,0.0009981862955698742,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,4,1e-08,0.0009983032955698744,0.0009983032955698742,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,4,1e-07,0.0009994732955698742,0.0009994732955698742,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,R,4,1e-06,0.0010111732955698745,0.001011173295569874,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,1,1e-09,0.0010483267933060183,0.0010483267933060183,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,1,1e-08,0.0010484527933060186,0.0010484527933060184,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,1,1e-07,0.0010497127933060187,0.0010497127933060183,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,1,1e-06,0.0010623127933060183,0.0010623127933060185,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,4,1e-09,0.0010165497344824892,0.001016549734482489,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,4,1e-08,0.0010166757344824888,0.0010166757344824888,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,4,1e-07,0.001017935734482489,0.0010179357344824891,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,8,T,4,1e-06,0.0010305357344824891,0.001030535734482489,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,1,1e-09,0.002437558710462681,0.002437558710462681,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,1,1e-08,0.002437684710462681,0.0024376847104626816,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,1,1e-07,0.0024389447104626815,0.0024389447104626815,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,1,1e-06,0.002451544710462681,0.0024515447104626813,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,4,1e-09,0.0018974521779226159,0.0018974521779226154,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,4,1e-08,0.0018975691779226152,0.0018975691779226154,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,4,1e-07,0.0018987391779226156,0.0018987391779226154,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,R,4,1e-06,0.0019104391779226153,0.0019104391779226155,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,1,1e-09,0.0019789544800705243,0.0019789544800705243,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,1,1e-08,0.0019790804800705244,0.0019790804800705244,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,1,1e-07,0.0019803404800705247,0.0019803404800705243,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,1,1e-06,0.0019929404800705245,0.0019929404800705245,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,4,1e-09,0.001915400362423465,0.0019154003624234656,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,4,1e-08,0.0019155263624234652,0.0019155263624234657,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,4,1e-07,0.0019167863624234653,0.0019167863624234656,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,16,T,4,1e-06,0.001929386362423465,0.0019293863624234655,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,1,1e-09,0.00497392851438355,0.00497392851438355,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,1,1e-08,0.004974054514383551,0.00497405451438355,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,1,1e-07,0.004975314514383549,0.004975314514383549,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,1,1e-06,0.004987914514383549,0.004987914514383549,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,4,1e-09,0.0038937372759611302,0.003893737275961131,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,4,1e-08,0.0038938542759611307,0.0038938542759611307,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,4,1e-07,0.003895024275961131,0.003895024275961131,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,R,4,1e-06,0.00390672427596113,0.003906724275961131,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,1,1e-09,0.004029123039015703,0.004029123039015703,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,1,1e-08,0.0040292490390157025,0.0040292490390157025,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,1,1e-07,0.004030509039015702,0.004030509039015702,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,1,1e-06,0.0040431090390157035,0.004043109039015702,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,4,1e-09,0.003902014803721585,0.003902014803721585,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,4,1e-08,0.003902140803721584,0.0039021408037215846,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,4,1e-07,0.0039034008037215854,0.003903400803721585,"[63, 63, 63, 63, 63, 63, 63, 1]"
NN6,32,T,4,1e-06,0.003916000803721585,0.003916000803721585,"[63, 63, 63, 63, 63, 63, 63, 1]"
