net,mu,lam,bwd,param,value,alloc,T,comm_share,T_max,T_200,T_bestfix,u_bestfix,T_RI
NN6,1,8,R,B_lam,40000000000.0,"[1000, 168, 223, 167, 223, 167, 223, 5]",0.0010273287422998142,0.5423314202846317,0.003324498625980182,0.0011425014153534881,0.0011020253157563095,167,0.0010674767539485175
NN6,1,8,R,ser2,2,"[1000, 250, 667, 250, 667, 250, 667, 10]",0.0005096329016335667,0.3949521318676559,0.0008306489200978304,0.0006347822977064292,0.0005667748260623229,334,0.0007014652833602821
NN6,1,8,T,D_cfg,1e-09,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00029206958276327085,0.0602313072002757,0.00029206958276327085,0.0006252531248770424,0.00029206958276327085,1000,0.00029206958276327085
NN6,1,8,T,D_cfg,1e-08,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003067125827632708,0.1050975231366707,0.0003067125827632708,0.0006281961248770424,0.0003067125827632708,1000,0.0003067125827632708
NN6,1,8,T,D_cfg,1e-06,"[334, 167, 223, 167, 223, 167, 176, 10]",0.0009108582453017678,0.36626929305503836,0.0019174425827632694,0.0009519261248770424,0.0009372837364776005,250,0.0009491215255529125
NN6,1,8,T,D_cfg,1e-07,"[1000, 500, 667, 500, 667, 500, 667, 10]",0.00041024736174618024,0.2734319575054218,0.00045314258276327114,0.0006576261248770424,0.00042553473314156057,667,0.0004372011941044217
NN6,1,8,T,C,1500000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002571920660966042,0.12533330927542358,0.0002571920660966042,0.001070505564081588,0.0002571920660966042,1000,0.0002571920660966042
NN6,1,8,T,C,6000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",8.871406609660421e-05,0.36335537510104904,8.871406609660421e-05,0.000276129564081588,8.871406609660421e-05,1000,8.871406609660421e-05
NN6,1,8,T,B_lam,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003309967004103296,0.17075351609325548,0.0003309967004103296,0.0006495684778182188,0.0003309967004103296,1000,0.0003309967004103296
NN6,1,8,T,C,24000000000.0,"[1000, 500, 667, 500, 667, 500, 500, 10]",4.4083755039084414e-05,0.4698037486610599,4.659456609660421e-05,7.753556408158795e-05,4.570776588031793e-05,500,5.085132563382178e-05
NN6,1,8,T,B_lam,40000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003067125827632708,0.1050975231366707,0.0003067125827632708,0.0006281961248770424,0.0003067125827632708,1000,0.0003067125827632708
NN6,1,8,T,ser2,2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003000896415868002,0.08534713644686776,0.0003000896415868002,0.0006223673013476306,0.0003000896415868002,1000,0.0003000896415868002
NN6,1,64,R,D_cfg,1e-09,"[1000, 250, 667, 250, 667, 250, 667, 10]",0.00044672442107603744,0.3097482785455215,0.0006485014092506569,0.0006218954080170134,0.000512167177413947,500,0.0005074402346525933
NN6,1,64,R,D_cfg,1e-08,"[1000, 250, 667, 250, 667, 250, 667, 10]",0.00044768742107603737,0.3112330475527967,0.0006503824092506567,0.0006223724080170135,0.0005131121774139472,500,0.0004889937664930059
NN6,1,64,R,D_cfg,1e-06,"[667, 250, 445, 250, 445, 250, 445, 10]",0.000545510021801776,0.36052165166379185,0.0008572924092506568,0.0006748424080170134,0.0005924645841726839,250,0.0005840126617286083
NN6,1,64,R,D_cfg,1e-07,"[1000, 250, 667, 250, 667, 250, 667, 10]",0.0004573174210760374,0.32573681549686495,0.0006691924092506569,0.0006271424080170134,0.0005215050393096452,364,0.0004934932812369812
NN6,1,64,R,C,6000000000.0,"[1000, 250, 445, 250, 445, 250, 445, 10]",0.00023114422251952876,0.5171189422342729,0.0004423385062298234,0.00029307286066668193,0.00025690972830721964,250,0.00025232438060088496
NN6,1,64,R,C,1500000000.0,"[1000, 500, 1000, 500, 1000, 500, 1000, 10]",0.00048017539767416324,0.5040215141795443,0.0005742070062298234,0.000858401360666682,0.0005227917618866251,500,0.0005571263686876885
NN6,1,64,R,C,24000000000.0,"[1000, 128, 250, 128, 250, 128, 250, 10]",0.0001168070600178846,0.5621386955648426,0.0004093713812298234,0.00015174073566668196,0.0001298886168024439,125,0.0001228918293281525
NN6,1,64,R,B_lam,10000000000.0,"[1000, 167, 368, 167, 368, 167, 368, 10]",0.0007852034570967235,0.4808752496885718,0.0018352571151330098,0.0009333682903699546,0.0008508157606432721,250,0.0008922500546022676
NN6,1,64,R,B_lam,40000000000.0,"[1000, 250, 667, 250, 667, 250, 667, 10]",0.00044768742107603737,0.3112330475527967,0.0006503824092506567,0.0006223724080170135,0.0005131121774139472,500,0.0004889937664930059
NN6,1,64,T,D_cfg,1e-09,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027673948368080376,0.008172428634767666,0.00027673948368080376,0.0006184883528346853,0.00027673948368080376,1000,0.00027673948368080376
NN6,1,64,R,ser2,2,"[1000, 500, 1000, 500, 1000, 500, 1000, 10]",0.00030576233587244764,0.15018843367539939,0.0003272347621918333,0.000537555349193484,0.0003272271570679917,667,0.00036032288414006476
NN6,1,64,T,D_cfg,1e-08,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027862048368080373,0.014868374449991088,0.00027862048368080373,0.0006189653528346855,0.00027862048368080373,1000,0.00027862048368080373
NN6,1,64,T,D_cfg,1e-07,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00029743048368080375,0.07716974197384595,0.00029743048368080375,0.0006237353528346854,0.00029743048368080375,1000,0.00029743048368080375
NN6,1,64,T,C,1500000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00022909996701413716,0.01808220985273293,0.00022909996701413716,0.0010612747920392311,0.00022909996701413716,1000,0.00022909996701413716
NN6,1,64,T,D_cfg,1e-06,"[1000, 500, 667, 500, 667, 500, 445, 10]",0.0004301077182655137,0.2893632071930435,0.00048553048368080376,0.0006714353528346854,0.0004494604544393572,667,0.00045489327282907823
NN6,1,64,T,C,6000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",6.062196701413715e-05,0.068335520684074,6.062196701413715e-05,0.00026689879203923097,6.062196701413715e-05,1000,6.062196701413715e-05
NN6,1,64,T,C,24000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",1.8502467014137157e-05,0.22389628786467036,1.8502467014137157e-05,6.830479203923097e-05,1.8502467014137157e-05,1000,1.8502467014137157e-05
NN6,1,64,T,B_lam,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00028173607191609785,0.025762487092030825,0.00028173607191609785,0.0006223915293052737,0.00028173607191609785,1000,0.00028173607191609785
NN6,1,64,T,B_lam,40000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027862048368080373,0.014868374449991088,0.00027862048368080373,0.0006189653528346855,0.00027862048368080373,1000,0.00027862048368080373
NN6,1,64,T,ser2,2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027777077779845085,0.011854838815479043,0.00027777077779845085,0.0006180309410699795,0.00027777077779845085,1000,0.00027777077779845085
NN6,8,8,R,D_cfg,1e-09,"[1000, 80, 144, 80, 144, 80, 144, 5]",0.00514684071599498,0.451198371086262,0.02531542968602006,0.0068878528023679775,0.00581626187026894,96,0.005324440337719952
NN6,8,8,R,D_cfg,1e-08,"[1000, 80, 144, 80, 144, 80, 144, 5]",0.00514948671599498,0.4514803660092889,0.02533007268602001,0.006890795802367979,0.005817683870268941,96,0.005355965364668395
NN6,8,8,R,D_cfg,1e-07,"[1000, 80, 144, 80, 144, 80, 144, 5]",0.00517594671599498,0.4542844577652074,0.025476502686020037,0.006920225802367979,0.00583190387026894,96,0.005382020361943603
NN6,8,8,R,D_cfg,1e-06,"[504, 80, 144, 80, 144, 80, 144, 5]",0.005414748744610105,0.471530171355296,0.026940802686020008,0.007214525802367979,0.005974103870268941,96,0.005828803649962971
NN6,8,8,R,C,1500000000.0,"[1000, 144, 286, 144, 286, 144, 286, 10]",0.00880802227187217,0.49050567825375463,0.025508150379822094,0.009649671642512962,0.009649671642512962,200,0.008847573712360605
NN6,8,8,R,C,6000000000.0,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.0043774959040725914,0.4957850983679493,0.024678014379822096,0.006139075642512962,0.004891763327916857,96,0.004377570570739259
NN6,8,8,R,C,24000000000.0,"[1000, 40, 72, 40, 72, 40, 72, 5]",0.0022017012274905133,0.5440694961395143,0.024470480379822093,0.005261426642512962,0.0024620421470947676,48,0.0022861763414826924
NN6,8,8,R,B_lam,10000000000.0,"[1000, 40, 72, 40, 72, 40, 72, 5]",0.009696054285526204,0.49337336685704564,0.09845387974484361,0.021778066390603274,0.010773180658399214,48,0.010354083498787286
NN6,8,8,R,B_lam,40000000000.0,"[1000, 80, 144, 80, 144, 80, 144, 5]",0.00514948671599498,0.4514803660092889,0.02533007268602001,0.006890795802367979,0.005817683870268941,96,0.005355965364668395
NN6,8,8,R,ser2,2,"[1000, 168, 308, 168, 308, 168, 308, 10]",0.002492470911824289,0.35966715005719274,0.005387216215431779,0.002830631096485625,0.0027569355856399656,250,0.0035404853646683948
NN6,8,8,T,D_cfg,1e-09,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010701747175671922,0.06029193941390964,0.0010701747175671922,0.002158114345643293,0.0010701747175671922,1000,0.0010701747175671922
NN6,8,8,T,D_cfg,1e-08,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010848177175671924,0.07297623181468332,0.0010848177175671924,0.0021610573456432927,0.0010848177175671924,1000,0.0010848177175671924
NN6,8,8,T,D_cfg,1e-07,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0012312477175671923,0.18322544360091184,0.0012312477175671923,0.002190487345643293,0.0012312477175671923,1000,0.0012312477175671923
NN6,8,8,T,C,1500000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.001354701909233859,0.0584378812004707,0.001354701909233859,0.006063580662120805,0.001354701909233859,1000,0.001354701909233859
NN6,8,8,T,D_cfg,1e-06,"[672, 336, 504, 336, 504, 336, 400, 10]",0.0020714566126919572,0.36081781581564804,0.0026955477175671953,0.002484787345643293,0.002116926715622447,336,0.0021377759584628123
NN6,8,8,T,C,6000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.000399969909233859,0.1979296627226311,0.000399969909233859,0.0015620046621208038,0.000399969909233859,1000,0.000399969909233859
NN6,8,8,T,C,24000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0001612869092338591,0.49083902475353364,0.0001612869092338591,0.0004366106621208037,0.0001612869092338591,1000,0.0001612869092338591
NN6,8,8,T,B_lam,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.001249895364626016,0.19541120257355593,0.001249895364626016,0.0023261349927021164,0.001249895364626016,1000,0.001249895364626016
NN6,8,8,T,B_lam,40000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010848177175671924,0.07297623181468332,0.0010848177175671924,0.0021610573456432927,0.0010848177175671924,1000,0.0010848177175671924
NN6,8,8,T,ser2,2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010397965410966043,0.03283789800575868,0.0010397965410966043,0.0021160361691727044,0.0010397965410966043,1000,0.0010397965410966043
NN6,8,64,R,D_cfg,1e-09,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.002239883496563406,0.42288590209998717,0.0040909769398787205,0.0027536583244432682,0.0024314945866257425,250,0.0023137201572341545
NN6,8,64,R,D_cfg,1e-08,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.0022406304965634062,0.42307830519000694,0.00409285793987872,0.0027541353244432683,0.0024319715866257426,250,0.0023144131572341545
NN6,8,64,R,D_cfg,1e-07,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.002248100496563406,0.42499530359235527,0.00411166793987872,0.002758905324443268,0.0024367415866257424,250,0.002321331306308755
NN6,8,64,R,D_cfg,1e-06,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.0023228004965634057,0.44348714173566556,0.0042997679398787195,0.002806605324443268,0.0024844415866257423,250,0.0023761043656130056
NN6,8,64,R,C,1500000000.0,"[1000, 500, 800, 500, 800, 500, 800, 10]",0.0033953513118045228,0.530967337273772,0.004270935633680803,0.005513011164588251,0.0036098068599258416,500,0.0036468972361354637
NN6,8,64,R,C,6000000000.0,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.0016469221530430896,0.5755962121776665,0.003440799633680803,0.0020024151645882506,0.001778904973405259,250,0.0017723504984388
NN6,8,64,R,C,24000000000.0,"[1000, 128, 191, 128, 191, 128, 191, 10]",0.0008329034138074929,0.5778173945453339,0.003233265633680803,0.0011247661645882505,0.0009033674280769537,125,0.0009165924606305146
NN6,8,64,R,B_lam,10000000000.0,"[1000, 128, 254, 128, 254, 128, 254, 10]",0.0040268963842286475,0.5165168216430323,0.013568128528114017,0.005241170618560914,0.0045549924439394875,125,0.004454454761787741
NN6,8,64,R,B_lam,40000000000.0,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.0022406304965634062,0.42307830519000694,0.00409285793987872,0.0027541353244432683,0.0024319715866257426,250,0.0023144131572341545
NN6,8,64,R,ser2,2,"[1000, 500, 1000, 500, 1000, 500, 1000, 10]",0.0013407228023174498,0.26177027604787556,0.0015086932339963676,0.002075852971502092,0.0014494206056370714,500,0.0016663390395870957
NN6,8,64,T,D_cfg,1e-09,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010139278537788427,0.00816236127123387,0.0010139278537788427,0.002111118691247995,0.0010139278537788427,1000,0.0010139278537788427
NN6,8,64,T,D_cfg,1e-08,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158088537788428,0.00999897314118218,0.0010158088537788428,0.0021115956912479946,0.0010158088537788428,1000,0.0010158088537788428
NN6,8,64,T,D_cfg,1e-07,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.001034618853778843,0.027997793911941998,0.001034618853778843,0.002116365691247995,0.001034618853778843,1000,0.001034618853778843
NN6,8,64,T,C,1500000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0012856930454455094,0.007900054745952333,0.0012856930454455094,0.006014119007725507,0.0012856930454455094,1000,0.0012856930454455094
NN6,8,64,T,D_cfg,1e-06,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0012227188537788428,0.17752817401535814,0.0012227188537788428,0.0021640656912479948,0.0012227188537788428,1000,0.0012332424617760834
NN6,8,64,T,C,6000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00033096104544550966,0.03068954967747704,0.00033096104544550966,0.0015125430077255057,0.00033096104544550966,1000,0.00033096104544550966
NN6,8,64,T,C,24000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",9.22780454455097e-05,0.11007001065608236,9.22780454455097e-05,0.0003871490077255055,9.22780454455097e-05,1000,9.22780454455097e-05
NN6,8,64,T,B_lam,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010369676773082546,0.03019946490155869,0.0010369676773082546,0.0021380345147774065,0.0010369676773082546,1000,0.0010369676773082546
NN6,8,64,T,B_lam,40000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158088537788428,0.00999897314118218,0.0010158088537788428,0.0021115956912479946,0.0010158088537788428,1000,0.0010158088537788428
NN6,8,64,T,ser2,2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010100382655435487,0.004342862404183298,0.0010100382655435487,0.0021043851030127006,0.0010100382655435487,1000,0.0010100382655435487
NN6,32,8,R,D_cfg,1e-09,"[1000, 72, 160, 72, 160, 72, 160, 5]",0.02069569031026605,0.4339834561761501,0.10111445750727743,0.027182163272374743,0.02323057225115727,112,0.022943413709566436
NN6,32,8,R,D_cfg,1e-08,"[1000, 72, 160, 72, 160, 72, 160, 5]",0.020698390310266053,0.4340572901625334,0.10112910050727758,0.027185106272374745,0.02323222825115727,112,0.02294590670956644
NN6,32,8,R,D_cfg,1e-07,"[1000, 72, 160, 72, 160, 72, 160, 5]",0.02072539031026606,0.4347945719669703,0.1012755305072774,0.027214536272374745,0.023248788251157268,112,0.022970836709566435
NN6,32,8,R,D_cfg,1e-06,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.020992392715675323,0.4266173244362539,0.1027398305072776,0.027508836272374743,0.02341438825115727,112,0.023086745611417166
NN6,32,8,R,C,1500000000.0,"[1000, 144, 286, 144, 286, 144, 286, 10]",0.03467835356598982,0.4978454412434475,0.10183171743864569,0.03800870223074826,0.03800870223074826,200,0.03664235089047001
NN6,32,8,R,C,6000000000.0,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.01723516508054318,0.5030760293479736,0.09860752143864569,0.024400046230748255,0.019256517445563916,96,0.017725944933998393
NN6,32,8,R,C,24000000000.0,"[1000, 40, 72, 40, 72, 40, 72, 5]",0.00867897969807875,0.5511909365495722,0.0978014724386457,0.020997882230748256,0.009696942441212414,48,0.009031864995321812
NN6,32,8,R,B_lam,10000000000.0,"[1000, 40, 56, 40, 56, 40, 56, 5]",0.03909006648757267,0.4566187334753802,0.39362432874257136,0.08673418862531593,0.04302843239218128,48,0.041900904041585675
NN6,32,8,R,B_lam,40000000000.0,"[1000, 72, 160, 72, 160, 72, 160, 5]",0.020698390310266053,0.4340572901625334,0.10112910050727758,0.027185106272374745,0.02323222825115727,112,0.02294590670956644
NN6,32,8,R,ser2,2,"[1000, 168, 334, 168, 334, 168, 334, 10]",0.010029531076860915,0.3641797311878642,0.021357674624924577,0.010944447448845332,0.010944447448845332,200,0.016315892591919377
NN6,32,8,T,D_cfg,1e-09,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.004088940375041582,0.05615160291750335,0.004088940375041582,0.008018600882663783,0.004088940375041582,1000,0.004088940375041582
NN6,32,8,T,D_cfg,1e-08,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.004103583375041582,0.05951957934574877,0.004103583375041582,0.008021543882663783,0.004103583375041582,1000,0.004103583375041582
NN6,32,8,T,D_cfg,1e-07,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0042500133750415815,0.09192290042825098,0.0042500133750415815,0.008050973882663784,0.0042500133750415815,1000,0.0042500133750415815
NN6,32,8,T,C,1500000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.005121763556292682,0.04768739392364206,0.005121763556292682,0.02318353830917963,0.005121763556292682,1000,0.005121763556292682
NN6,32,8,T,D_cfg,1e-06,"[1000, 1000, 800, 1000, 800, 1000, 800, 10]",0.005674885484872728,0.3003156385563576,0.0057143133750415815,0.008345273882663783,0.0057143133750415815,1000,0.005956371381657383
NN6,32,8,T,C,6000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0014713035562926825,0.16600487047561807,0.0014713035562926825,0.005971562309179627,0.0014713035562926825,1000,0.0014713035562926825
NN6,32,8,T,C,24000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0005586885562926829,0.4371730072894672,0.0005586885562926829,0.0016685683091796273,0.0005586885562926829,1000,0.0005586885562926829
NN6,32,8,T,B_lam,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.004763893963276878,0.1898770525752372,0.004763893963276878,0.008681854470899078,0.004763893963276878,1000,0.004763893963276878
NN6,32,8,T,B_lam,40000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.004103583375041582,0.05951957934574877,0.004103583375041582,0.008021543882663783,0.004103583375041582,1000,0.004103583375041582
NN6,32,8,T,ser2,2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.003923498669159229,0.016352458818108477,0.003923498669159229,0.00784145917678143,0.003923498669159229,1000,0.003923498669159229
NN6,32,64,R,D_cfg,1e-09,"[1000, 256, 445, 256, 445, 256, 445, 10]",0.009138974391233389,0.4144260024865623,0.016241468290547987,0.010647733500332388,0.009762193638352385,250,0.009289488497046732
NN6,32,64,R,D_cfg,1e-08,"[1000, 256, 445, 256, 445, 256, 445, 10]",0.00913972139123339,0.41447386212663434,0.016243349290547986,0.010648210500332387,0.009762670638352386,250,0.009290127497046732
NN6,32,64,R,D_cfg,1e-07,"[1000, 256, 445, 256, 445, 256, 445, 10]",0.009147191391233388,0.4149520286001275,0.01626215929054799,0.010652980500332388,0.009767440638352385,250,0.00929651749704673
NN6,32,64,R,D_cfg,1e-06,"[1000, 256, 445, 256, 445, 256, 445, 10]",0.009221891391233389,0.41969108717385095,0.016450259290547983,0.010700680500332387,0.009815140638352385,250,0.009461925020721396
NN6,32,64,R,C,1500000000.0,"[1000, 500, 800, 500, 800, 500, 800, 10]",0.013386671782392758,0.538224678459865,0.0169459662219161,0.0214718064587059,0.014193858624631723,500,0.014341224112003139
NN6,32,64,R,C,6000000000.0,"[1000, 256, 445, 250, 445, 250, 445, 10]",0.006501185682454854,0.5827376524068634,0.0137217702219161,0.007863150458705897,0.006997174385169965,250,0.006987074500831171
NN6,32,64,R,C,24000000000.0,"[1000, 128, 191, 128, 191, 128, 191, 10]",0.0032880407667486692,0.5849344852610059,0.0129157212219161,0.004460986458705897,0.00355529478101813,125,0.003617303884977996
NN6,32,64,R,B_lam,10000000000.0,"[1000, 128, 191, 128, 191, 128, 191, 10]",0.016078243156161843,0.4783717829414958,0.05414443164348916,0.020596351676802974,0.018054551972619355,191,0.017973661557845605
NN6,32,64,R,B_lam,40000000000.0,"[1000, 256, 445, 256, 445, 256, 445, 10]",0.00913972139123339,0.41447386212663434,0.016243349290547986,0.010648210500332387,0.009762670638352386,250,0.009290127497046732
NN6,32,64,R,ser2,2,"[1000, 500, 1000, 500, 1000, 500, 1000, 10]",0.0054233307067819096,0.2575558942190829,0.005906690467018574,0.007935081088567681,0.0057848433495639884,572,0.00682556749704673
NN6,32,64,T,D_cfg,1e-09,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0038887746877238213,0.007569188584733949,0.0038887746877238213,0.007832966404739074,0.0038887746877238213,1000,0.0038887746877238213
NN6,32,64,T,D_cfg,1e-08,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0038906556877238213,0.008048995205032503,0.0038906556877238213,0.007833443404739075,0.0038906556877238213,1000,0.0038906556877238213
NN6,32,64,T,D_cfg,1e-07,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0039094656877238215,0.012821667455049566,0.0039094656877238215,0.007838213404739074,0.0039094656877238215,1000,0.0039094656877238215
NN6,32,64,T,D_cfg,1e-06,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0040975656877238215,0.05813838926088207,0.0040975656877238215,0.007885913404739075,0.0040975656877238215,1000,0.0040975656877238215
NN6,32,64,T,C,1500000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00490883586897492,0.00637948992608322,0.00490883586897492,0.02299543783125492,0.00490883586897492,1000,0.00490883586897492
NN6,32,64,T,C,6000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.001258375868974921,0.024885942067874783,0.001258375868974921,0.0057834618312549175,0.001258375868974921,1000,0.001258375868974921
NN6,32,64,T,C,24000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003457608689749214,0.090570888104729,0.0003457608689749214,0.0014804678312549172,0.0003457608689749214,1000,0.0003457608689749214
NN6,32,64,T,B_lam,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.003975290981841469,0.029167968740455973,0.003975290981841469,0.00793919869885672,0.003975290981841469,1000,0.003975290981841469
NN6,32,64,T,B_lam,40000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0038906556877238213,0.008048995205032503,0.0038906556877238213,0.007833443404739075,0.0038906556877238213,1000,0.0038906556877238213
NN6,32,64,T,ser2,2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0038675733347826448,0.002128858413542588,0.0038675733347826448,0.007804601051797897,0.0038675733347826448,1000,0.0038675733347826448
