method,family,reuse,alloc,T,comp,comm,commF,commB,D_init,E_laser,E_tune,E_dyn,E_leak,E_net,E_comp,E_total,flops,slotsF,slotsB,maxroute,maxfan,wire_bytes,sram_peak,Z,Rrun,Hmax,cores_used,local_frac,relaxed_real,net,mu,lam,bwd,sweeps,evals,u
CS,RRM,-1,"[750, 784, 1000, 500, 10]",0.00025171774344672144,0.00023011673853700842,1.9641004909713028e-05,1.1622153994484995e-05,8.018850915228034e-06,1.96e-06,3.368453820980183e-07,0.00012288998714866397,0.0008242169446400001,0.00011931421039374595,0.001066757987564508,0.00207763348,0.003144391467564508,207763348.0,380.0,288.0,500.0,999.0,388992.0,332864.0,4884,4,0.0002259718585172331,1000,0.0009541582150101419,,NN2,8,8,T,2,6579,
CS,ORRM,32,"[750, 784, 1000, 500, 10]",0.0002517122889132388,0.00023011673853700842,1.9635550376230404e-05,1.1616734765426205e-05,8.0188156108042e-06,1.96e-06,3.36751981596929e-07,0.0001228887741988708,0.00082421315584,0.00011931162494487518,0.0010667503069653429,0.00207763348,0.003144383786965343,207763348.0,380.0,288.0,500.0,999.0,388992.0,332864.0,4844,8,0.00022596643928817433,1000,0.0009582150101419878,,NN2,8,8,T,,,
CS_Er,ORRM,-1,"[750, 784, 1000, 500, 10]",0.00025171774344672144,0.00023011673853700842,1.9641004909713028e-05,1.1622153994484993e-05,8.018850915228034e-06,1.96e-06,3.3684538209801837e-07,0.00012288998714866397,0.0008242169446400001,0.00011931421039374595,0.001066757987564508,0.00207763348,0.003144391467564508,207763348.0,380.0,288.0,500.0,999.0,388992.0,332864.0,4884,4,0.0002259718585172331,1000,0.0009541582150101419,,NN2,8,8,T,,,
CSE,FM,-1,"[250, 131, 125, 84, 10]",0.0004104203870139516,0.0003968979917735043,1.156239524044723e-05,7.179574110088088e-06,4.382821130359142e-06,1.96e-06,1.926789211891122e-07,1.2581042953926662e-05,0.00014819045376,0.00019453926344461305,0.0003555034390797288,0.00207763348,0.002433136919079729,207763348.0,76.0,46.0,249.0,249.0,388992.0,641224.0,980,10,0.00040846038701395157,250,0.005913950456323338,,NN2,8,8,T,,,
BESTFIXE,FM,-1,"[131, 131, 131, 131, 10]",0.00045322791910066705,0.00043964538259862743,1.1622536502039607e-05,7.1437047715739075e-06,4.4788317304657e-06,1.96e-06,1.9272504298680325e-07,1.1827812068602006e-05,0.00014076857344,0.00021483003365371618,0.000367619144205305,0.00207763348,0.002445252624205305,207763348.0,68.0,53.0,130.0,130.0,388992.0,687680.0,504,10,0.000451267919100667,131,0.007637797446714644,,NN2,8,8,T,,,131
MAX,FM,-1,"[1000, 784, 1000, 500, 10]",0.0002521958460200219,0.00023011673853700842,2.0119107483013526e-05,1.208392827176145e-05,8.035179211252077e-06,1.96e-06,3.452086811344461e-07,0.00013226403982257592,0.0008612551168,0.00011954083101349039,0.0011134051963172008,0.00207763348,0.003191038676317201,207763348.0,411.0,288.0,500.0,999.0,388992.0,364296.0,4844,10,0.0002502358460200219,1000,0.001045841784989858,,NN2,8,8,T,,,
F200,FM,-1,"[200, 200, 200, 200, 10]",0.0003643841606236443,0.0003504602262311308,1.1963934392513481e-05,7.316912660769903e-06,4.647021731743577e-06,1.96e-06,2.054543954969949e-07,1.9136278099001355e-05,0.00021368251391999999,0.0001727180921356074,0.00040574233855010576,0.00207763348,0.0024833758185501056,207763348.0,100.0,77.0,199.0,199.0,388992.0,557888.0,780,10,0.00036242416062364424,200,0.005007555152614083,,NN2,8,8,T,,,
BESTFIX,FM,-1,"[1000, 784, 1000, 500, 10]",0.0002521958460200219,0.00023011673853700842,2.0119107483013526e-05,1.208392827176145e-05,8.035179211252077e-06,1.96e-06,3.452086811344461e-07,0.00013226403982257592,0.0008612551168,0.00011954083101349039,0.0011134051963172008,0.00207763348,0.003191038676317201,207763348.0,411.0,288.0,500.0,999.0,388992.0,364296.0,4844,10,0.0002502358460200219,1000,0.001045841784989858,,NN2,8,8,T,,,1000
MAX,RRM,-1,"[1000, 784, 1000, 500, 10]",0.0002521991999402863,0.00023011673853700842,2.0122461403277925e-05,1.208719393096626e-05,8.035267472311667e-06,1.96e-06,3.45302233444558e-07,0.00013226525362440604,0.0008612589056000001,0.00011954242077169571,0.0011134118822295465,0.00207763348,0.0031910453622295467,207763348.0,411.0,288.0,500.0,999.0,388992.0,332864.0,4884,4,0.00022645331501079799,1000,0.0010417849898580122,,NN2,8,8,T,,,
F200,RRM,-1,"[200, 200, 200, 200, 10]",0.0003645852722740248,0.0003504602262311308,1.2165046042893957e-05,7.418448183721583e-06,4.746597859172373e-06,1.96e-06,2.0891146646173545e-07,1.958286909245853e-05,0.00021474489344000002,0.00017281341905788774,0.00040735009305680804,0.00207763348,0.0024849835730568082,207763348.0,100.0,77.0,399.0,200.0,388992.0,288576.0,3220,2,0.00010780498868243025,810,0.0,,NN2,8,8,T,,,
BESTFIX,RRM,-1,"[1000, 784, 1000, 500, 10]",0.0002521991999402863,0.00023011673853700842,2.0122461403277925e-05,1.208719393096626e-05,8.035267472311667e-06,1.96e-06,3.45302233444558e-07,0.00013226525362440604,0.0008612589056000001,0.00011954242077169571,0.0011134118822295465,0.00207763348,0.0031910453622295467,207763348.0,411.0,288.0,500.0,999.0,388992.0,332864.0,4884,4,0.00022645331501079799,1000,0.0010417849898580122,,NN2,8,8,T,,,1000
MAX,ORRM,-1,"[1000, 784, 1000, 500, 10]",0.0002521991999402863,0.00023011673853700842,2.0122461403277932e-05,1.2087193930966261e-05,8.035267472311669e-06,1.96e-06,3.4530223344455815e-07,0.00013226832006205314,0.0008612998246400001,0.00011954242077169571,0.0011134558677071936,0.00207763348,0.0031910893477071936,207763348.0,411.0,288.0,500.0,999.0,388992.0,320248.0,4884,4,0.00022645331501079799,1000,0.0009541582150101419,,NN2,8,8,T,,,
F200,ORRM,-1,"[200, 200, 200, 200, 10]",0.0003645852722740248,0.0003504602262311308,1.2165046042893957e-05,7.418448183721583e-06,4.746597859172373e-06,1.96e-06,2.0891146646173545e-07,1.958286909245853e-05,0.00021474489344000002,0.00017281341905788774,0.00040735009305680804,0.00207763348,0.0024849835730568082,207763348.0,100.0,77.0,399.0,200.0,388992.0,288576.0,3220,2,0.00010780498868243025,810,0.0,,NN2,8,8,T,,,
BESTFIX,ORRM,-1,"[1000, 784, 1000, 500, 10]",0.0002521991999402863,0.00023011673853700842,2.0122461403277932e-05,1.2087193930966261e-05,8.035267472311669e-06,1.96e-06,3.4530223344455815e-07,0.00013226832006205314,0.0008612998246400001,0.00011954242077169571,0.0011134558677071936,0.00207763348,0.0031910893477071936,207763348.0,411.0,288.0,500.0,999.0,388992.0,320248.0,4884,4,0.00022645331501079799,1000,0.0009541582150101419,,NN2,8,8,T,,,1000
RI,FM,-1,"[1000, 57, 66, 47, 9]",0.0018130569752773371,0.0011254621082014186,0.0006836748670759186,1.4800507582678492e-05,0.00066887435949324,3.92e-06,1.0657115852018203e-05,0.002607058907806627,0.00029608787968,0.0008593890062814578,0.003773192909620103,0.00322456468,0.006997757589620103,322456468.0,148.0,25.0,500.0,999.0,24424448.0,1120960.0,4018,10,0.0018091369752773372,1000,0.00907048700885856,"[3320.842998731218, 57.07892173998906, 66.43845842665108, 46.98190193247537, 9.14840250732533]",NN2,16,8,R,,,
CS,FM,-1,"[750, 72, 72, 56, 5]",0.0016804774496609219,0.0009420492794503944,0.0007345081702105276,1.3801306186381386e-05,0.0007207068640241462,3.92e-06,1.2551220456760635e-05,0.002535647634341546,0.00034960546816000004,0.000796546311139277,0.003694350634097584,0.00323003732,0.006924387954097584,323003732.0,119.0,26.0,500.0,749.0,28796800.0,1039192.0,2990,10,0.001676557449660922,750,0.007880761433159302,,NN2,16,8,R,2,6579,
CS,RRM,-1,"[1000, 72, 72, 56, 5]",0.001686181620110977,0.0009420492794503944,0.0007402123406605826,1.4192206832807528e-05,0.0007260201338277751,3.92e-06,1.2648109961306074e-05,0.0033083857597901857,0.00035213258752000005,0.0007992500879326031,0.004472416545204095,0.00323003732,0.007702453865204096,323003732.0,150.0,26.0,500.0,999.0,29003264.0,764160.0,4522,2,0.0007846004997804171,1000,0.0006458905215565962,,NN2,16,8,R,2,6579,
CS,ORRM,64,"[750, 72, 72, 56, 5]",0.0016830750229751444,0.0009420492794503944,0.0007371057435247499,1.3806928415877236e-05,0.0007232988151088726,3.92e-06,1.2594405981930589e-05,0.00253938178868534,0.00035081654272,0.0007977775608902184,0.003700570298277489,0.00323003732,0.006930607618277488,323003732.0,119.0,26.0,500.0,750.0,28895744.0,764160.0,3298,2,0.001142689958405376,827,0.00441358523063674,,NN2,16,8,R,,,
CS_Er,ORRM,-1,"[988, 72, 72, 56, 5]",0.0016832354169263647,0.0009420492794503944,0.0007372661374759703,1.417548445387195e-05,0.0007230906530220983,3.92e-06,1.2598453866013573e-05,0.003270414376896709,0.00035073977344,0.0007978535876230968,0.004431606191825819,0.00323003732,0.007661643511825819,323003732.0,149.0,26.0,500.0,988.0,28889472.0,852080.0,4214,4,0.0012119599857035813,1000,0.004633367421999749,,NN2,16,8,R,,,
CSE,FM,-1,"[79, 32, 40, 28, 5]",0.002191411776837931,0.0018088951204081097,0.00037859665642982134,1.2777613815637437e-05,0.0003658190426141839,3.92e-06,6.209251727486175e-06,0.0001704706135699808,0.0001717623808,0.0010387291822211793,0.0013871714283186462,0.00321194324,0.004599114668318647,321194324.0,23.0,14.0,78.0,78.0,14267136.0,1534968.0,338,10,0.0021874917768379314,79,0.01986164208993264,,NN2,16,8,R,,,
BESTFIXE,FM,-1,"[40, 40, 40, 40, 10]",0.002329614081415943,0.0018734379166495596,0.0004522561647663833,1.2485348620211119e-05,0.0004397708161461722,3.92e-06,7.616065210304375e-06,0.00015500604140147574,0.00021135026176,0.001104237074591157,0.001478209442962937,0.00321618324,0.0046943926829629366,321618324.0,20.0,17.0,39.0,39.0,17501440.0,1510672.0,140,10,0.0023256940814159435,40,0.02503666764447052,,NN2,16,8,R,,,40
MAX,FM,-1,"[1000, 784, 1000, 500, 10]",0.008431382671454093,0.00041564944632402367,0.008011813225130069,1.8218045918820257e-05,0.00799359517921125,3.92e-06,0.00013741354150466383,0.06518400592998015,0.00386098690048,0.00399647538626924,0.07317888175823406,0.00358876564,0.07676764739823407,358876564.0,411.0,288.0,500.0,999.0,315674368.0,700344.0,4844,10,0.008427462671454094,1000,0.001045841784989858,,NN2,16,8,R,,,
F200,FM,-1,"[200, 200, 200, 200, 10]",0.0027871575932443804,0.0006288101294401022,0.002154427463804278,1.3451030307828725e-05,0.0021409764334964494,3.92e-06,3.689005451314405e-05,0.00376131902567312,0.00103472429056,0.0013211126991978363,0.0061540460699441,0.00330025364,0.0094542997099441,330025364.0,100.0,77.0,199.0,199.0,84770560.0,833376.0,780,10,0.0027832375932443803,200,0.005007555152614083,,NN2,16,8,R,,,
BESTFIX,FM,-1,"[72, 72, 72, 72, 10]",0.001954401714271878,0.001157606825705641,0.0007928748885662369,1.2666057800544448e-05,0.0007802088307656925,3.92e-06,1.3472700322127667e-05,0.000494015445726477,0.00037608773632000003,0.00092638641256487,0.0018099622949334748,0.0032329973199999996,0.0050429596149334744,323299732.0,36.0,29.0,71.0,71.0,30960384.0,1124392.0,268,10,0.0019504817142718782,72,0.013891189821410821,,NN2,16,8,R,,,72
MAX,RRM,-1,"[1000, 784, 1000, 500, 10]",0.008431437790080234,0.00041564944632402367,0.00801186834375621,1.8221311578025066e-05,0.007993647032178185,3.92e-06,0.00013741419152756213,0.06518429107319378,0.0038610025676800003,0.0039965015124980305,0.07317920934489937,0.00358876564,0.07676797498489937,358876564.0,411.0,288.0,500.0,999.0,315675648.0,696336.0,4884,4,0.008347842101229177,1000,0.0010417849898580122,,NN2,16,8,R,,,
F200,RRM,-1,"[200, 200, 200, 200, 10]",0.00279812576371829,0.0006288101294401022,0.0021653956342781873,1.3552565830780408e-05,0.002151843068447407,3.92e-06,3.707770334881467e-05,0.0037993666725959887,0.00103991640064,0.0013263116120024693,0.006202672388587273,0.00330025364,0.009502926028587273,330025364.0,100.0,77.0,399.0,200.0,85194752.0,481088.0,3220,2,0.0011686261438593952,810,0.0,,NN2,16,8,R,,,
BESTFIX,RRM,-1,"[72, 72, 72, 72, 10]",0.0019654026809332635,0.001157606825705641,0.0008038758552276226,1.2679755916992728e-05,0.0007911960993106298,3.92e-06,1.3659577722811111e-05,0.0005078367826240607,0.0003813425152,0.0009316008707623669,0.0018344397463092386,0.0032329973199999996,0.005067437066309239,323299732.0,36.0,29.0,143.0,72.0,31389696.0,650992.0,1172,2,0.0007153896538033891,298,0.0,,NN2,16,8,R,,,72
MAX,ORRM,-1,"[1000, 784, 1000, 500, 10]",0.008432162495962592,0.00041564944632402367,0.008012593049638568,1.8221311578025083e-05,0.007994371738060543,3.92e-06,0.00013742665646873873,0.06519060816189026,0.0038613409791999997,0.003996845023086269,0.07318622082064527,0.00358876564,0.07677498646064528,358876564.0,411.0,288.0,500.0,999.0,315703296.0,689928.0,4884,4,0.008348566807111536,1000,0.0009541582150101419,,NN2,16,8,R,,,
F200,ORRM,-1,"[200, 200, 200, 200, 10]",0.00279812576371829,0.0006288101294401022,0.0021653956342781873,1.3552565830780408e-05,0.002151843068447407,3.92e-06,3.707770334881467e-05,0.0037993666725959887,0.00103991640064,0.0013263116120024693,0.006202672388587273,0.00330025364,0.009502926028587273,330025364.0,100.0,77.0,399.0,200.0,85194752.0,481088.0,3220,2,0.0011686261438593952,810,0.0,,NN2,16,8,R,,,
BESTFIX,ORRM,-1,"[72, 72, 72, 72, 10]",0.0019654026809332635,0.001157606825705641,0.0008038758552276226,1.2679755916992728e-05,0.0007911960993106298,3.92e-06,1.3659577722811111e-05,0.0005078367826240607,0.0003813425152,0.0009316008707623669,0.0018344397463092386,0.0032329973199999996,0.005067437066309239,323299732.0,36.0,29.0,143.0,72.0,31389696.0,650992.0,1172,2,0.0007153896538033891,298,0.0,,NN2,16,8,R,,,72
RI,FM,-1,"[1000, 784, 1000, 500, 10]",0.00023469976662518548,0.00023011673853700842,2.6230280881770785e-06,1.5620176035405998e-06,1.0610104846364786e-06,1.96e-06,3.46151147754406e-07,0.00013250090757001238,0.0008612551168,0.0001112476893803379,0.0011053498648981046,0.00207763348,0.0031829833448981043,207763348.0,53.0,38.0,500.0,999.0,388992.0,364296.0,4844,10,0.00023273976662518552,1000,0.001045841784989858,"[7981.412406335072, 5313.061585132193, 4420.574042611714, 3185.9639113531157, 608.4092190111667]",NN2,8,64,T,,,
CS,FM,-1,"[750, 784, 1000, 500, 10]",0.0002346386052522105,0.00023011673853700842,2.5618667152021e-06,1.502012450446243e-06,1.059854264755857e-06,1.96e-06,3.3759497709883715e-07,0.00012306746421197217,0.00082409039872,0.00011121869888954777,0.0010587141567986189,0.00207763348,0.003136347636798619,207763348.0,49.0,38.0,500.0,999.0,388992.0,364296.0,3980,10,0.00023267860525221054,1000,0.0011334685598377281,,NN2,8,64,T,2,6579,
CS,RRM,-1,"[750, 784, 1000, 500, 10]",0.00023463833164292578,0.00023011673853700842,2.5615931059173727e-06,1.5018977110687768e-06,1.059695394848596e-06,1.96e-06,3.3765604227813535e-07,0.00012307575893693212,0.0008242169446400001,0.00011121856919874682,0.0010588489288179573,0.00207763348,0.0031364824088179573,207763348.0,49.0,38.0,500.0,999.0,388992.0,332864.0,4884,4,0.00020892038917818162,1000,0.0009541582150101419,,NN2,8,64,T,2,6579,
CS,ORRM,128,"[768, 784, 1000, 500, 10]",0.00023463700772703193,0.00023011673853700842,2.5602691900235315e-06,1.5008474044596627e-06,1.0594217855638689e-06,1.96e-06,3.391700389897914e-07,0.00012414675248502492,0.0008268831232,0.00011121794166261312,0.0010625869873866279,0.00207763348,0.0031402204673866277,207763348.0,49.0,38.0,500.0,999.0,388992.0,364296.0,4844,10,0.000232677007727032,1000,0.0009582150101419878,,NN2,8,64,T,,,
CS_Er,ORRM,-1,"[750, 784, 1000, 500, 10]",0.0002346383934256675,0.00023011673853700842,2.5616548886590855e-06,1.5017829716913105e-06,1.059871916967775e-06,1.96e-06,3.376649990104625e-07,0.00012308141615254714,0.0008242169446400001,0.00011121859848376639,0.001058854624275324,0.00207763348,0.0031364881042753243,207763348.0,49.0,38.0,500.0,999.0,388992.0,332864.0,4884,4,0.00020892045096092336,1000,0.0009541582150101419,,NN2,8,64,T,,,
CSE,FM,-1,"[250, 131, 125, 84, 10]",0.00040059569537418115,0.0003968979917735043,1.7377036006768152e-06,1.034983098803718e-06,7.027205018730972e-07,1.96e-06,1.933605799084276e-07,1.2619735867169886e-05,0.00014819045376,0.00018988235960736187,0.0003508859098144402,0.00207763348,0.0024285193898144404,207763348.0,11.0,8.0,249.0,249.0,388992.0,641224.0,980,10,0.00039863569537418114,250,0.005913950456323338,,NN2,8,64,T,,,
BESTFIXE,FM,-1,"[131, 131, 131, 131, 10]",0.000443661613270228,0.00043964538259862743,2.056230671600543e-06,1.2530714629251945e-06,8.031592086753484e-07,1.96e-06,1.9631735137546151e-07,1.2036515749266297e-05,0.00014076857344,0.00021029560469008806,0.00036329701123072983,0.00207763348,0.0024409304912307297,207763348.0,12.0,10.0,130.0,130.0,388992.0,687680.0,504,10,0.00044170161327022797,131,0.007637797446714644,,NN2,8,64,T,,,131
MAX,FM,-1,"[1000, 784, 1000, 500, 10]",0.00023469976662518548,0.00023011673853700842,2.6230280881770785e-06,1.5620176035405998e-06,1.0610104846364786e-06,1.96e-06,3.46151147754406e-07,0.00013250090757001238,0.0008612551168,0.0001112476893803379,0.0011053498648981046,0.00207763348,0.0031829833448981043,207763348.0,53.0,38.0,500.0,999.0,388992.0,364296.0,4844,10,0.00023273976662518552,1000,0.001045841784989858,,NN2,8,64,T,,,
F200,FM,-1,"[200, 200, 200, 200, 10]",0.0003543383835484291,0.0003504602262311308,1.9181573172982536e-06,1.1642894435990115e-06,7.538678736992423e-07,1.96e-06,2.085295337300847e-07,1.9375876431028178e-05,0.00021368251391999999,0.0001679563938019554,0.0004012233136867137,0.00207763348,0.0024788567936867138,207763348.0,16.0,13.0,199.0,199.0,388992.0,557888.0,780,10,0.000352378383548429,200,0.005007555152614083,,NN2,8,64,T,,,
BESTFIX,FM,-1,"[1000, 784, 1000, 500, 10]",0.00023469976662518548,0.00023011673853700842,2.6230280881770785e-06,1.5620176035405998e-06,1.0610104846364786e-06,1.96e-06,3.46151147754406e-07,0.00013250090757001238,0.0008612551168,0.0001112476893803379,0.0011053498648981046,0.00207763348,0.0031829833448981043,207763348.0,53.0,38.0,500.0,999.0,388992.0,364296.0,4844,10,0.00023273976662518552,1000,0.001045841784989858,,NN2,8,64,T,,,1000
MAX,RRM,-1,"[1000, 784, 1000, 500, 10]",0.00023469954597253652,0.00023011673853700842,2.6228074355281044e-06,1.5619028641631333e-06,1.0609045713649713e-06,1.96e-06,3.462194997667839e-07,0.00013249568229612538,0.0008612589056000001,0.00011124758479098231,0.0011053483921868745,0.00207763348,0.0031829818721868745,207763348.0,53.0,38.0,500.0,999.0,388992.0,332864.0,4884,4,0.00020898160350779236,1000,0.0010417849898580122,,NN2,8,64,T,,,
F200,RRM,-1,"[200, 200, 200, 200, 10]",0.000354367633263577,0.0003504602262311308,1.9474070324461914e-06,1.1760811211601596e-06,7.713259112860317e-07,1.96e-06,2.1207435030982665e-07,1.983261843085029e-05,0.00021474489344000002,0.0001679702581669355,0.0004027598443880956,0.00207763348,0.0024803933243880954,207763348.0,16.0,13.0,399.0,200.0,388992.0,288576.0,3220,2,0.00010548176934668409,810,0.0,,NN2,8,64,T,,,
BESTFIX,RRM,-1,"[1000, 784, 1000, 500, 10]",0.00023469954597253652,0.00023011673853700842,2.6228074355281044e-06,1.5619028641631333e-06,1.0609045713649713e-06,1.96e-06,3.462194997667839e-07,0.00013249568229612538,0.0008612589056000001,0.00011124758479098231,0.0011053483921868745,0.00207763348,0.0031829818721868745,207763348.0,53.0,38.0,500.0,999.0,388992.0,332864.0,4884,4,0.00020898160350779236,1000,0.0010417849898580122,,NN2,8,64,T,,,1000
MAX,ORRM,-1,"[1000, 784, 1000, 500, 10]",0.00023469954597253652,0.00023011673853700842,2.6228074355281044e-06,1.5617881247856668e-06,1.0610193107424376e-06,1.96e-06,3.4621995519385136e-07,0.00013250115271733982,0.0008612998246400001,0.00011124758479098231,0.001105394782103516,0.00207763348,0.003183028262103516,207763348.0,53.0,38.0,500.0,999.0,388992.0,320248.0,4884,4,0.00020898160350779236,1000,0.0009541582150101419,,NN2,8,64,T,,,
F200,ORRM,-1,"[200, 200, 200, 200, 10]",0.000354367633263577,0.0003504602262311308,1.9474070324461914e-06,1.1760811211601596e-06,7.713259112860317e-07,1.96e-06,2.1207435030982665e-07,1.983261843085029e-05,0.00021474489344000002,0.0001679702581669355,0.0004027598443880956,0.00207763348,0.0024803933243880954,207763348.0,16.0,13.0,399.0,200.0,388992.0,288576.0,3220,2,0.00010548176934668409,810,0.0,,NN2,8,64,T,,,
BESTFIX,ORRM,-1,"[1000, 784, 1000, 500, 10]",0.00023469954597253652,0.00023011673853700842,2.6228074355281044e-06,1.5617881247856668e-06,1.0610193107424376e-06,1.96e-06,3.4621995519385136e-07,0.00013250115271733982,0.0008612998246400001,0.00011124758479098231,0.001105394782103516,0.00207763348,0.003183028262103516,207763348.0,53.0,38.0,500.0,999.0,388992.0,320248.0,4884,4,0.00020898160350779236,1000,0.0009541582150101419,,NN2,8,64,T,,,1000
RI,FM,-1,"[1000, 161, 188, 133, 10]",0.0008823002853861864,0.0006091910025595435,0.0002691892828266429,2.032640957176879e-06,0.000267156641869466,3.92e-06,2.9496669345899792e-05,0.008266080910055106,0.00082562200576,0.00041821033527305234,0.00953940992043406,0.0032786683599999996,0.012818078280434058,327866836.0,25.0,10.0,500.0,999.0,67687040.0,829744.0,4088,10,0.0008783802853861864,1000,0.0035510123516773835,"[9392.762414634853, 161.44357050065005, 187.91633794026203, 132.88488579797877, 25.875589799815017]",NN2,16,64,R,,,
CS,FM,-1,"[750, 157, 250, 125, 10]",0.0008524899637173183,0.0005849165974954729,0.0002636533662218453,1.9041149388205406e-06,0.00026174925128302475,3.92e-06,3.142446128417503e-05,0.0068041474385949026,0.0008802080972800002,0.0004040802428020089,0.008119860239961087,0.0032842056399999997,0.011404065879961086,328420564.0,21.0,10.0,500.0,749.0,72146688.0,816928.0,3352,10,0.0008485699637173183,750,0.002917186108637578,,NN2,16,64,R,2,6579,
CS,RRM,-1,"[1000, 157, 250, 125, 10]",0.000853126794564124,0.0005849165974954729,0.00026429019706865104,1.964490788365173e-06,0.0002623257062802859,3.92e-06,3.1499888774209425e-05,0.008488786422357765,0.00088228243456,0.00040438210062339477,0.00980695084631537,0.0032842056399999997,0.01309115648631537,328420564.0,25.0,10.0,500.0,999.0,72316160.0,618528.0,5520,2,0.00040581129398702034,1000,0.0005592163846838825,,NN2,16,64,R,2,6579,
CS,ORRM,64,"[1000, 157, 250, 125, 10]",0.0008528342687518914,0.0005849165974954729,0.00026399767125641853,1.960148344233373e-06,0.00026203752291218514,3.92e-06,3.147175767448628e-05,0.008484012040542952,0.0008814191718400001,0.0004042434433883965,0.009801146413445833,0.0032842056399999997,0.013085352053445833,328420564.0,25.0,10.0,500.0,999.0,72245632.0,643648.0,4968,4,0.0005967270808457609,1000,0.0015405164737310774,,NN2,16,64,R,,,
CS_Er,ORRM,-1,"[752, 157, 250, 125, 10]",0.0008528345896274596,0.0005849165974954729,0.0002639979921319866,1.909234080276727e-06,0.0002620887580517099,3.92e-06,3.1467673608114236e-05,0.006831629357216891,0.00088144423936,0.0004042435954834158,0.008148784865668422,0.0032842056399999997,0.01143299050566842,328420564.0,21.0,10.0,500.0,752.0,72247680.0,618528.0,4228,4,0.0005319715673687254,1000,0.0015120213713268032,,NN2,16,64,R,,,
CSE,FM,-1,"[79, 35, 40, 39, 5]",0.0017740338338469767,0.0016709886768026011,9.912515704437572e-05,2.6175624268785066e-06,9.650759461749721e-05,3.92e-06,7.100618099708083e-06,0.0001971924393015465,0.00019556555776000003,0.0008408920372434669,0.0012407506524047215,0.00321442324,0.004455173892404721,321442324.0,5.0,4.0,78.0,78.0,16211840.0,1433480.0,326,10,0.0017701138338469767,79,0.019854818123803446,,NN2,16,64,R,,,
BESTFIXE,FM,-1,"[50, 50, 50, 50, 10]",0.0016495424796934461,0.0015475696080952046,9.805287159824178e-05,2.0111416814738353e-06,9.604172991676795e-05,3.92e-06,9.449053562424011e-06,0.00024048054105196473,0.00026284834815999995,0.0007818831353746935,0.0012946610781490822,0.0032214376399999998,0.0045160987181490815,322143764.0,4.0,4.0,49.0,49.0,21708800.0,1330008.0,180,10,0.0016456224796934467,50,0.02,,NN2,16,64,R,,,50
MAX,FM,-1,"[1000, 784, 1000, 500, 10]",0.001470803062647495,0.00041564944632402367,0.0010512336163234714,2.351429368246482e-06,0.0010488821869552249,3.92e-06,0.0001374182679712838,0.06518605086022179,0.00386098690048,0.0006971606516949126,0.06988161668036798,0.00358876564,0.07347038232036798,358876564.0,53.0,38.0,500.0,999.0,315674368.0,700344.0,4844,10,0.001466883062647495,1000,0.001045841784989858,,NN2,16,64,R,,,
F200,FM,-1,"[200, 200, 200, 200, 10]",0.0009862471102868122,0.0006288101294401022,0.00035351698084671007,2.134877678893129e-06,0.0003513821031678169,3.92e-06,3.689869435725949e-05,0.003762062087638087,0.00103472429056,0.000467481130275949,0.0053011662028312955,0.00330025364,0.008601419842831295,330025364.0,16.0,13.0,199.0,199.0,84770560.0,833376.0,780,10,0.0009823271102868123,200,0.005007555152614083,,NN2,16,64,R,,,
BESTFIX,FM,-1,"[250, 250, 250, 250, 10]",0.0009273832851681679,0.0005699892429213813,0.00035347404224678663,1.7769377906961297e-06,0.0003516971044560905,3.92e-06,4.604179107838686e-05,0.0058688277049100965,0.00129199538176,0.0004395796771697116,0.007646444554918195,0.00332652564,0.010972970194918195,332652564.0,16.0,13.0,249.0,249.0,105789440.0,797880.0,980,10,0.0009234632851681679,250,0.004,,NN2,16,64,R,,,250
MAX,RRM,-1,"[1000, 784, 1000, 500, 10]",0.001470828724347787,0.00041564944632402367,0.0010512592780237634,2.351314628869016e-06,0.0010489079633948944,3.92e-06,0.0001374202283232962,0.06518686380594083,0.0038610025676800003,0.0006971728153408511,0.06988245941728496,0.00358876564,0.07347122505728497,358876564.0,53.0,38.0,500.0,999.0,315675648.0,696336.0,4884,4,0.0014001892132555918,1000,0.0010417849898580122,,NN2,16,64,R,,,
F200,RRM,-1,"[200, 200, 200, 200, 10]",0.0009879845952960778,0.0006288101294401022,0.0003552544658559756,2.146669356454277e-06,0.0003531077964995213,3.92e-06,3.708153399736865e-05,0.003799620169802615,0.00103991640064,0.00046830469817034083,0.005344922802610325,0.00330025364,0.008645176442610324,330025364.0,16.0,13.0,399.0,200.0,85194752.0,481088.0,3220,2,0.0003506282467972336,810,0.0,,NN2,16,64,R,,,
BESTFIX,RRM,-1,"[250, 250, 250, 250, 10]",0.0009288207732692901,0.0005699892429213813,0.00035491153034790873,1.7966729636203267e-06,0.0003531148573842884,3.92e-06,4.622914435933006e-05,0.005916291160001964,0.00129717182464,0.0004402610465296435,0.007699953175530938,0.00332652564,0.011026478815530937,332652564.0,16.0,13.0,499.0,250.0,106212352.0,481088.0,4020,2,0.0003510798150198205,1000,0.0,,NN2,16,64,R,,,250
MAX,ORRM,-1,"[1000, 784, 1000, 500, 10]",0.0014708804890536695,0.00041564944632402367,0.0010513110427296456,2.3511998894915497e-06,0.0010489598428401541,3.92e-06,0.0001374300226610762,0.06519186950044675,0.0038613409791999997,0.0006971973518114392,0.06988783785411927,0.00358876564,0.07347660349411927,358876564.0,53.0,38.0,500.0,999.0,315703296.0,689928.0,4884,4,0.0014002409779614743,1000,0.0009541582150101419,,NN2,16,64,R,,,
