method,family,reuse,alloc,T,comp,comm,commF,commB,D_init,E_laser,E_tune,E_dyn,E_leak,E_net,E_comp,E_total,flops,slotsF,slotsB,maxroute,maxfan,wire_bytes,sram_peak,Z,Rrun,Hmax,cores_used,local_frac,relaxed_real,net,mu,lam,bwd,sweeps,evals,u
BESTFIX,RRM,-1,"[250, 250, 250, 250, 250, 10]",0.0007630741619459468,0.00047940107618604853,0.00028171308575989827,1.477959469955555e-06,0.0002802351262899427,1.96e-06,3.7123429791936304e-05,0.004751840695082705,0.0010410748723200002,0.0003616971527623787,0.0061917361499570205,0.0033736707599999996,0.00956540690995702,337367076.0,20.0,17.0,499.0,250.0,85234176.0,452872.0,5020,2,0.00029551385334988946,1000,0.0,,NN3,8,64,R,,,250
MAX,ORRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.0012770992498183345,0.0003342284836037483,0.0009409107662145861,2.2157675143146568e-06,0.0009386949987002715,1.96e-06,0.00012451315499267565,0.061054631144820515,0.00349650817536,0.0006053450444138905,0.06528099751958709,0.0036247907599999997,0.06890578827958709,362479076.0,69.0,54.0,500.0,999.0,285841472.0,515672.0,4884,5,0.0012384936602947668,1000,0.0010103023516237401,,NN3,8,64,R,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 10]",0.000837760182849803,0.0005538281987413758,0.0002819719841084273,1.7464253173440408e-06,0.0002802255587910832,1.96e-06,2.975745724180298e-05,0.0030497463652812587,0.0008340688588799999,0.0003970983266708066,0.004310671008073868,0.00335253476,0.007663205768073868,335253476.0,20.0,17.0,397.0,200.0,68321920.0,626768.0,3980,4,0.0004854364649693856,1000,5.0857035223205874e-05,,NN3,8,64,R,,,
BESTFIX,ORRM,-1,"[250, 250, 250, 250, 250, 10]",0.000763033151647392,0.00047940107618604853,0.00028167207546134346,1.4702631055593564e-06,0.0002802018123557841,1.96e-06,3.7120850466123344e-05,0.004747522820567123,0.001040203776,0.0003616777138808638,0.00618652516091411,0.0033736707599999996,0.00956019592091411,337367076.0,20.0,17.0,447.0,250.0,85163008.0,549792.0,4148,4,0.00043985381380291273,1000,0.0008386123680241327,,NN3,8,64,R,,,250
RI,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884365815230137,0.0003373459933067729,2.9537664845528476e-05,1.7194383423607156e-05,1.234328142192132e-05,1.96e-06,5.072078677697031e-07,0.00021492129923600723,0.0015250477568000001,0.00017483189396419083,0.001915308157867968,0.004251753479999999,0.006167061637867967,425175348.0,536.0,413.0,500.0,999.0,612992.0,548440.0,4844,12,0.0003668836581523014,1000,0.0010253079507278836,"[3610.8945412120165, 2856.2378102049634, 1870.5453750176712, 1549.1098716868785, 1127.7440509461553, 216.66256406372253]",NN3,8,8,T,,,
CS,FM,-1,"[1000, 750, 784, 1000, 500, 10]",0.0003678807451651716,0.0003373459933067729,2.8574751858398675e-05,1.6712926930042256e-05,1.186182492835642e-05,1.96e-06,4.902941650766234e-07,0.00019004965504215026,0.0013932577587199998,0.00017437547320829134,0.001758173181135518,0.004251753479999999,0.0060099266611355175,425175348.0,505.0,382.0,500.0,999.0,612992.0,548440.0,4980,12,0.0003659207451651716,1000,0.0010829760403530896,,NN3,8,8,T,2,8577,
CS,RRM,-1,"[1000, 750, 784, 1000, 500, 10]",0.000367884099085436,0.0003373459933067729,2.8578105778663074e-05,1.6716192589247065e-05,1.1861913189416011e-05,1.96e-06,4.903877173867356e-07,0.00019006717732743955,0.0013933843046399995,0.00017437706296649666,0.0017583189326513225,0.004251753479999999,0.006010072412651322,425175348.0,505.0,382.0,500.0,999.0,612992.0,517008.0,5884,5,0.0003416882141559477,1000,0.0009715006305170239,,NN3,8,8,T,2,8577,
CS,ORRM,32,"[1000, 750, 784, 1000, 500, 10]",0.00036787864455195335,0.0003373459933067729,2.8572651245180447e-05,1.6710773360188274e-05,1.1861877884992174e-05,1.96e-06,4.902943168856461e-07,0.00019006596437764637,0.0013933805158399997,0.00017437447751762587,0.0017583112520521576,0.004251753479999999,0.0060100647320521575,425175348.0,505.0,382.0,500.0,999.0,612992.0,517008.0,5844,8,0.0003416827949268888,1000,0.0009740226986128625,,NN3,8,8,T,,,
CS_Er,ORRM,-1,"[1000, 750, 784, 1000, 500, 10]",0.00036789057744720984,0.0003373459933067729,2.8584584140436945e-05,1.6716739807816523e-05,1.186784433262042e-05,1.96e-06,4.904995626840579e-07,0.0001901462869867337,0.0013933805158399997,0.00017438013370997746,0.001758397436099395,0.004251753479999999,0.006010150916099395,425175348.0,505.0,382.0,500.0,999.0,612992.0,517008.0,5844,8,0.00034169472782214535,1000,0.0009740226986128625,,NN3,8,8,T,,,
CSE,FM,-1,"[154, 150, 131, 125, 84, 10]",0.0007459472363883629,0.0007263590335701947,1.7628202818168216e-05,1.0576652669015679e-05,7.051550149152538e-06,1.96e-06,2.948047849445334e-07,1.9216029054096087e-05,0.0002345938432,0.000353578990048084,0.0006076836670871246,0.004251753479999999,0.004859437147087124,425175348.0,83.0,65.0,153.0,153.0,612992.0,1155440.0,596,12,0.000743987236388363,154,0.006937820043891734,,NN3,8,8,T,,,
BESTFIXE,FM,-1,"[137, 137, 137, 137, 137, 10]",0.0007750950407589465,0.0007549294115785008,1.820562918044574e-05,1.0881114512258384e-05,7.324514668187354e-06,1.96e-06,2.987570137155929e-07,1.9763618557721588e-05,0.00023869787136,0.00036739504931974064,0.0006261552962511779,0.004251753479999999,0.004877908776251177,425175348.0,90.0,74.0,136.0,136.0,612992.0,1185232.0,528,12,0.0007731350407589464,137,0.0073040767833526315,,NN3,8,8,T,,,137
MAX,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884365815230137,0.0003373459933067729,2.9537664845528476e-05,1.7194383423607156e-05,1.234328142192132e-05,1.96e-06,5.072078677697031e-07,0.00021492129923600723,0.0015250477568000001,0.00017483189396419083,0.001915308157867968,0.004251753479999999,0.006167061637867967,425175348.0,536.0,413.0,500.0,999.0,612992.0,548440.0,4844,12,0.0003668836581523014,1000,0.0010253079507278836,,NN3,8,8,T,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 10]",0.0006263588009527805,0.0006061697350952815,1.822906585749909e-05,1.0850654863850942e-05,7.378410993648145e-06,1.96e-06,3.132146566947474e-07,3.01328368463441e-05,0.00034704315391999996,0.00029689407165161793,0.0006743832770746568,0.004251753479999999,0.004926136757074656,425175348.0,125.0,102.0,199.0,199.0,612992.0,947152.0,780,12,0.0006243988009527804,200,0.00500470898474289,,NN3,8,8,T,,,
BESTFIX,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884365815230137,0.0003373459933067729,2.9537664845528476e-05,1.7194383423607156e-05,1.234328142192132e-05,1.96e-06,5.072078677697031e-07,0.00021492129923600723,0.0015250477568000001,0.00017483189396419083,0.001915308157867968,0.004251753479999999,0.006167061637867967,425175348.0,536.0,413.0,500.0,999.0,612992.0,548440.0,4844,12,0.0003668836581523014,1000,0.0010253079507278836,,NN3,8,8,T,,,1000
MAX,RRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884701207256577,0.0003373459933067729,2.9541018765792875e-05,1.7197649082811965e-05,1.234336968298091e-05,1.96e-06,5.073014200798151e-07,0.00021492251303783735,0.0015250515456,0.00017483348372239618,0.0019153148437803134,0.004251753479999999,0.006167068323780313,425175348.0,536.0,413.0,500.0,999.0,612992.0,517008.0,4884,5,0.00034265112714307745,1000,0.0010230683090705487,,NN3,8,8,T,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 10]",0.0006266261437022769,0.0006061697350952815,1.8496408606995475e-05,1.0985305936360578e-05,7.511102670634897e-06,1.96e-06,3.1781090256428155e-07,3.0751240702832074e-05,0.0003487685734399999,0.0002970207921148792,0.0006768584171602755,0.004251753479999999,0.004928611897160275,425175348.0,125.0,102.0,399.0,200.0,612992.0,485504.0,4020,2,0.00019781690677942026,1000,0.0,,NN3,8,8,T,,,
BESTFIX,RRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884701207256577,0.0003373459933067729,2.9541018765792875e-05,1.7197649082811965e-05,1.234336968298091e-05,1.96e-06,5.073014200798151e-07,0.00021492251303783735,0.0015250515456,0.00017483348372239618,0.0019153148437803134,0.004251753479999999,0.006167068323780313,425175348.0,536.0,413.0,500.0,999.0,612992.0,517008.0,4884,5,0.00034265112714307745,1000,0.0010230683090705487,,NN3,8,8,T,,,1000
MAX,ORRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884701207256577,0.0003373459933067729,2.954101876579287e-05,1.7197649082811962e-05,1.2343369682980908e-05,1.96e-06,5.073014200798151e-07,0.00021492337902254325,0.00152506234368,0.00017483348372239618,0.0019153265078450193,0.004251753479999999,0.006167079987845018,425175348.0,536.0,413.0,500.0,999.0,612992.0,494664.0,4884,5,0.0003426511271430774,1000,0.0010103023516237401,,NN3,8,8,T,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 10]",0.0006266221366501715,0.0006061697350952815,1.8492401554890114e-05,1.0983099409870843e-05,7.5093021450192716e-06,1.96e-06,3.177422089816031e-07,3.074330037776703e-05,0.0003487503872,0.0002970188927721813,0.0006768303225589299,0.004251753479999999,0.004928583802558929,425175348.0,125.0,102.0,397.0,200.0,612992.0,719120.0,3980,4,0.00036475234744846353,1000,5.0857035223205874e-05,,NN3,8,8,T,,,
BESTFIX,ORRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00036884701207256577,0.0003373459933067729,2.954101876579287e-05,1.7197649082811962e-05,1.2343369682980908e-05,1.96e-06,5.073014200798151e-07,0.00021492337902254325,0.00152506234368,0.00017483348372239618,0.0019153265078450193,0.004251753479999999,0.006167079987845018,425175348.0,536.0,413.0,500.0,999.0,612992.0,494664.0,4884,5,0.0003426511271430774,1000,0.0010103023516237401,,NN3,8,8,T,,,1000
RI,FM,-1,"[1000, 78, 56, 66, 46, 9]",0.003019072078696459,0.0018497700095619748,0.0011653820691344841,2.1225941328195555e-05,0.0011441561278062885,3.92e-06,1.9251442146997125e-05,0.004792919309308561,0.0005364598272,0.0014310401653021213,0.00677967074395768,0.006449164679999999,0.01322883542395768,644916468.0,157.0,34.0,500.0,999.0,44186496.0,1699680.0,4022,12,0.003015152078696459,1000,0.008242657285445472,"[3829.2699623354383, 77.97902758246937, 56.4666197636173, 66.04513121993098, 46.142828487317416, 8.825280312613192]",NN3,16,8,R,,,
CS,FM,-1,"[1000, 80, 56, 72, 56, 5]",0.00290372058666983,0.001721748793227817,0.001178051793442013,2.074681251418979e-05,0.0011573049809278234,3.92e-06,2.018045130437683e-05,0.00494543425266739,0.0005626052505599999,0.0013763635580814994,0.006904583512613266,0.00645183732,0.013356420832613266,645183732.0,158.0,34.0,500.0,999.0,46322560.0,1638184.0,4054,12,0.00289980058666983,1000,0.007903651782430882,,NN3,16,8,R,2,8577,
CS,RRM,-1,"[1000, 80, 56, 72, 56, 5]",0.0029124897221828585,0.001721748793227817,0.0011868209289550415,2.0757853972744425e-05,0.001166063074982297,3.92e-06,2.0329777679970766e-05,0.004956156479815631,0.00056679936,0.001380520128314675,0.006923805745810278,0.00645183732,0.013375643065810277,645183732.0,158.0,34.0,500.0,999.0,46665216.0,1238336.0,4746,2,0.0013164414153087772,1000,0.00044574701628090975,,NN3,16,8,R,2,8577,
CS,ORRM,32,"[1000, 79, 56, 72, 56, 5]",0.0029078597344779993,0.0017217395712890414,0.001182200163188958,2.0801878183700787e-05,0.0011613982850052571,3.92e-06,2.0139340599465117e-05,0.004891178172476216,0.0005614380441599999,0.0013783255141425715,0.0068510810713782525,0.00645151732,0.013302598391378252,645151732.0,158.0,34.0,500.0,999.0,46227200.0,1406448.0,4374,4,0.002021174059050217,1000,0.0044320181090803145,,NN3,16,8,R,,,
CS_Er,ORRM,-1,"[1000, 79, 56, 72, 56, 5]",0.0029079622400614725,0.0017217395712890414,0.0011823026687724312,2.0801516313356472e-05,0.0011615011524590748,3.92e-06,2.0141103581644095e-05,0.0048911556146758435,0.00056129547264,0.0013783741017891378,0.006850966292686625,0.00645151732,0.013302483612686624,645151732.0,158.0,34.0,500.0,999.0,46215552.0,1406448.0,4338,4,0.0020216405504044697,1000,0.004686957203850421,,NN3,16,8,R,,,
CSE,FM,-1,"[67, 54, 32, 40, 32, 5]",0.003672423727416649,0.002926842666759954,0.0007416610606566948,1.9727914418549472e-05,0.0007219331462381454,3.92e-06,1.2445162311101053e-05,0.00034673869550090364,0.00034572263424,0.0017407288467954913,0.002445635338847496,0.00642990324,0.008875538578847497,642990324.0,29.0,21.0,66.0,66.0,28603392.0,2301552.0,290,12,0.0036685037274166495,67,0.01884071035788335,,NN3,16,8,R,,,
BESTFIXE,FM,-1,"[40, 40, 40, 40, 40, 10]",0.004116913770788711,0.0034018053169470796,0.0007111884538416319,1.901031668724713e-05,0.0006921781371543847,3.92e-06,1.2069700582398649e-05,0.00024590163215845094,0.00033517234176000003,0.001951417127353849,0.0025445608018546985,0.00642902324,0.008973584041854698,642902324.0,25.0,22.0,39.0,39.0,27741440.0,2664360.0,140,12,0.0041129937707887095,40,0.025023109632094656,,NN3,16,8,R,,,40
MAX,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.015073956296816085,0.0005838845143235051,0.01448615178249258,2.656379518831302e-05,0.014459587987304267,3.92e-06,0.00024877216469129947,0.12200280110939349,0.00699291138048,0.007145055284690824,0.13638953993925562,0.007108805639999999,0.14349834557925562,710880564.0,536.0,413.0,500.0,999.0,571674368.0,988616.0,4844,12,0.015070036296816084,1000,0.0010253079507278836,,NN3,16,8,R,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 10]",0.004447470914005936,0.0009944089069719667,0.00344914200703397,2.022006662855682e-05,0.003428921940405413,3.92e-06,5.915914465669474e-05,0.006033801991949874,0.00165989677056,0.0021081012132388136,0.009860959120405383,0.00656429364,0.016425252760405382,656429364.0,125.0,102.0,199.0,199.0,135970560.0,1231280.0,780,12,0.004443550914005936,200,0.00500470898474289,,NN3,16,8,R,,,
BESTFIX,FM,-1,"[80, 80, 80, 80, 80, 10]",0.0032480572266139936,0.0018483134885992336,0.00139582373801476,1.9294289958908445e-05,0.0013765294480558516,3.92e-06,2.384341962178813e-05,0.0009721991962159941,0.0006664082841600001,0.0015395791254150329,0.003202030025412815,0.006462840839999999,0.009664870865412813,646284084.0,50.0,42.0,79.0,79.0,54803200.0,1694064.0,300,12,0.003244137226613994,80,0.012517534835873936,,NN3,16,8,R,,,80
MAX,RRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.015074011415442228,0.0005838845143235051,0.014486206901118723,2.656706084751783e-05,0.014459639840271205,3.92e-06,0.0002487728147141977,0.1220030862526071,0.006992927047680001,0.007145081410919615,0.13638986752592092,0.007108805639999999,0.1434986731659209,710880564.0,536.0,413.0,500.0,999.0,571675648.0,984608.0,4884,5,0.014997039059924503,1000,0.0010230683090705487,,NN3,16,8,R,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 10]",0.004464975903814256,0.0009944089069719667,0.0034666469968422887,2.0354717701066463e-05,0.0034462922791412224,3.92e-06,5.945922678491721e-05,0.006094742846126363,0.00166822232064,0.002116398578407957,0.009938822971959237,0.00656429364,0.01650311661195924,656429364.0,125.0,102.0,399.0,200.0,136650752.0,770176.0,4020,2,0.0016653806706632003,1000,0.0,,NN3,16,8,R,,,
BESTFIX,RRM,-1,"[80, 80, 80, 80, 80, 10]",0.003265545392242088,0.0018483134885992336,0.0014133119036428545,1.9316337571593887e-05,0.0013939955660712607,3.92e-06,2.414187684469897e-05,0.0009966860757415156,0.00067479650304,0.0015478685159227496,0.0032434929715489643,0.006462840839999999,0.009706333811548964,646284084.0,50.0,42.0,159.0,80.0,55488512.0,1125168.0,1620,2,0.0012480332541029717,410,0.0,,NN3,16,8,R,,,80
MAX,ORRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.015074218474265764,0.0005838845143235051,0.01448641395994226,2.656706084751784e-05,0.014459846899094742,3.92e-06,0.00024877637612596244,0.12200485606980947,0.00699301635072,0.0071451795568019715,0.1363918283534574,0.007108805639999999,0.1435006339934574,710880564.0,536.0,413.0,500.0,999.0,571682944.0,968472.0,4884,5,0.014997246118748041,1000,0.0010103023516237401,,NN3,16,8,R,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 10]",0.0044649718967621505,0.0009944089069719667,0.0034666429897901837,2.0352511174576725e-05,0.003446290478615607,3.92e-06,5.945915809133453e-05,0.0060944062859001205,0.0016681377177599997,0.0021163966790652593,0.009938399840816715,0.00656429364,0.016502693480816715,656429364.0,125.0,102.0,397.0,200.0,136643840.0,934608.0,3980,4,0.002825082887836748,1000,5.0857035223205874e-05,,NN3,16,8,R,,,
BESTFIX,ORRM,-1,"[80, 80, 80, 80, 80, 10]",0.003265545392242088,0.0018483134885992336,0.0014133119036428545,1.9316337571593887e-05,0.0013939955660712607,3.92e-06,2.414187684469897e-05,0.0009966860757415156,0.00067479650304,0.0015478685159227496,0.0032434929715489643,0.006462840839999999,0.009706333811548964,646284084.0,50.0,42.0,159.0,80.0,55488512.0,1125168.0,1620,2,0.0012480332541029717,410,0.0,,NN3,16,8,R,,,80
RI,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.0003431337685020578,0.0003373459933067729,3.827775195284873e-06,2.2161558629768503e-06,1.6116193323080233e-06,1.96e-06,5.083729226249573e-07,0.00021527173874814947,0.0015250477568000001,0.0001626454062699754,0.00190347327474075,0.004251753479999999,0.00615522675474075,425175348.0,69.0,54.0,500.0,999.0,612992.0,548440.0,4844,12,0.00034117376850205784,1000,0.0010253079507278836,"[10213.152064962018, 8078.660497109378, 5290.7012767685155, 4381.544380291258, 3189.741863467255, 612.814273114892]",NN3,8,64,T,,,
CS,FM,-1,"[1000, 750, 784, 1000, 500, 10]",0.00034301144575610786,0.0003373459933067729,3.7054524493349174e-06,2.154994490001872e-06,1.5504579593330452e-06,1.96e-06,4.912605813138196e-07,0.00019029182625543824,0.0013932577587199998,0.0001625874252883951,0.001746628270845147,0.004251753479999999,0.005998381750845146,425175348.0,65.0,50.0,500.0,999.0,612992.0,548440.0,4980,12,0.0003410514457561079,1000,0.0010829760403530896,,NN3,8,64,T,2,8577,
CS,RRM,-1,"[1000, 750, 784, 1000, 500, 10]",0.00034301117214682305,0.0003373459933067729,3.70517884005019e-06,2.154879750624406e-06,1.5502990894257842e-06,1.96e-06,4.913216464931177e-07,0.00019030012098039816,0.0013933843046399995,0.00016258729559759413,0.001746763042864485,0.004251753479999999,0.005998516522864485,425175348.0,65.0,50.0,500.0,999.0,612992.0,517008.0,5884,5,0.00031684322968207894,1000,0.0009715006305170239,,NN3,8,64,T,2,8577,
CS,ORRM,128,"[1000, 750, 784, 1000, 500, 10]",0.00034300996297030676,0.0003373459933067729,3.7039696635338148e-06,2.154103053300019e-06,1.549866610233796e-06,1.96e-06,4.912856298025311e-07,0.0001903203661942753,0.0013933805158399997,0.0001625867224479254,0.0017467788901120028,0.004251753479999999,0.005998532370112003,425175348.0,65.0,50.0,500.0,999.0,612992.0,548440.0,5844,12,0.00034104996297030675,1000,0.0009740226986128625,,NN3,8,64,T,,,
CS_Er,ORRM,-1,"[1000, 750, 784, 1000, 500, 10]",0.0003430101306663199,0.0003373459933067729,3.7041373595470354e-06,2.1540942271940605e-06,1.5500431323529749e-06,1.96e-06,4.913301098461218e-07,0.00019033984221013373,0.0013933805158399997,0.00016258680193583563,0.0017467984900958152,0.004251753479999999,0.005998551970095815,425175348.0,65.0,50.0,500.0,999.0,612992.0,517008.0,5844,8,0.0003168421970276817,1000,0.0009740226986128625,,NN3,8,64,T,,,
CSE,FM,-1,"[154, 150, 131, 125, 84, 10]",0.0007310838764599734,0.0007263590335701947,2.7648428897787284e-06,1.639730513190758e-06,1.1251123765879707e-06,1.96e-06,2.9561981694218923e-07,1.9262166195234122e-05,0.0002345938432,0.0003465337574420274,0.0006006853866542038,0.004251753479999999,0.004852438866654203,425175348.0,13.0,11.0,153.0,153.0,612992.0,1155440.0,596,12,0.0007291238764599732,154,0.006937820043891734,,NN3,8,64,T,,,
BESTFIXE,FM,-1,"[137, 137, 137, 137, 137, 10]",0.0007599487209932041,0.0007549294115785008,3.05930941470339e-06,1.8193167168295593e-06,1.2399926978738306e-06,1.96e-06,3.0454443597389873e-07,2.0106562275064975e-05,0.00023869787136,0.00036021569375077877,0.0006193246718218177,0.004251753479999999,0.004871078151821817,425175348.0,15.0,13.0,136.0,136.0,612992.0,1185232.0,528,12,0.000757988720993204,137,0.0073040767833526315,,NN3,8,64,T,,,137
MAX,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.0003431337685020578,0.0003373459933067729,3.827775195284873e-06,2.2161558629768503e-06,1.6116193323080233e-06,1.96e-06,5.083729226249573e-07,0.00021527173874814947,0.0015250477568000001,0.0001626454062699754,0.00190347327474075,0.004251753479999999,0.00615522675474075,425175348.0,69.0,54.0,500.0,999.0,612992.0,548440.0,4844,12,0.00034117376850205784,1000,0.0010253079507278836,,NN3,8,64,T,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 10]",0.0006110512608493024,0.0006061697350952815,2.9215257540209212e-06,1.7306795443132863e-06,1.190846209707635e-06,1.96e-06,3.171324436276324e-07,3.0458424538712807e-05,0.00034704315391999996,0.00028963829764256933,0.0006674570085449098,0.004251753479999999,0.00491921048854491,425175348.0,20.0,17.0,199.0,199.0,612992.0,947152.0,780,12,0.0006090912608493023,200,0.00500470898474289,,NN3,8,64,T,,,
BESTFIX,FM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.0003431337685020578,0.0003373459933067729,3.827775195284873e-06,2.2161558629768503e-06,1.6116193323080233e-06,1.96e-06,5.083729226249573e-07,0.00021527173874814947,0.0015250477568000001,0.0001626454062699754,0.00190347327474075,0.004251753479999999,0.00615522675474075,425175348.0,69.0,54.0,500.0,999.0,612992.0,548440.0,4844,12,0.00034117376850205784,1000,0.0010253079507278836,,NN3,8,64,T,,,1000
MAX,RRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.0003431335478494088,0.0003373459933067729,3.8275545426359e-06,2.216041123599384e-06,1.611513419036516e-06,1.96e-06,5.084412746373351e-07,0.00021526651347426247,0.0015250515456,0.00016264530168061977,0.0019034718020295197,0.004251753479999999,0.006155225282029519,425175348.0,69.0,54.0,500.0,999.0,612992.0,517008.0,4884,5,0.00031696560538466465,1000,0.0010230683090705487,,NN3,8,64,T,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 10]",0.0006110906076296673,0.0006061697350952815,2.960872534385889e-06,1.7467783615823984e-06,1.2140941728034908e-06,1.96e-06,3.2184558244448684e-07,3.1090398603871754e-05,0.0003487685734399999,0.00028965694801646227,0.0006698377656427784,0.004251753479999999,0.004921591245642778,425175348.0,20.0,17.0,399.0,200.0,612992.0,485504.0,4020,2,0.00019317195089372903,1000,0.0,,NN3,8,64,T,,,
BESTFIX,RRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.0003431335478494088,0.0003373459933067729,3.8275545426359e-06,2.216041123599384e-06,1.611513419036516e-06,1.96e-06,5.084412746373351e-07,0.00021526651347426247,0.0015250515456,0.00016264530168061977,0.0019034718020295197,0.004251753479999999,0.006155225282029519,425175348.0,69.0,54.0,500.0,999.0,612992.0,517008.0,4884,5,0.00031696560538466465,1000,0.0010230683090705487,,NN3,8,64,T,,,1000
MAX,ORRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00034313323010959427,0.0003373459933067729,3.827236802821378e-06,2.2157675143146568e-06,1.6114692885067213e-06,1.96e-06,5.084144044403537e-07,0.0002152589661546204,0.00152506234368,0.00016264515107194767,0.0019034748753110084,0.004251753479999999,0.006155228355311008,425175348.0,69.0,54.0,500.0,999.0,612992.0,494664.0,4884,5,0.0003169652876448501,1000,0.0010103023516237401,,NN3,8,64,T,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 10]",0.0006110899544978264,0.0006061697350952815,2.9602194025449276e-06,1.7464253173440408e-06,1.2137940852008867e-06,1.96e-06,3.217768888618084e-07,3.108245390243504e-05,0.0003487503872,0.0002896566384319697,0.0006698112564232665,0.004251753479999999,0.004921564736423266,425175348.0,20.0,17.0,397.0,200.0,612992.0,719120.0,3980,4,0.0003571123431399064,1000,5.0857035223205874e-05,,NN3,8,64,T,,,
BESTFIX,ORRM,-1,"[1000, 1000, 784, 1000, 500, 10]",0.00034313323010959427,0.0003373459933067729,3.827236802821378e-06,2.2157675143146568e-06,1.6114692885067213e-06,1.96e-06,5.084144044403537e-07,0.0002152589661546204,0.00152506234368,0.00016264515107194767,0.0019034748753110084,0.004251753479999999,0.006155228355311008,425175348.0,69.0,54.0,500.0,999.0,612992.0,494664.0,4884,5,0.0003169652876448501,1000,0.0010103023516237401,,NN3,8,64,T,,,1000
RI,FM,-1,"[1000, 221, 160, 187, 131, 10]",0.0014010794291675027,0.0009204975733062409,0.0004766618558612619,3.0161407548700596e-06,0.0004736457151063918,3.92e-06,5.3908667833631386e-05,0.015447238520625581,0.00151108343808,0.0006641116494253963,0.01767634227596461,0.0065487429199999996,0.02422508519596461,654874292.0,29.0,14.0,500.0,999.0,123812608.0,1198696.0,4088,12,0.0013971594291675026,1000,0.0032199608545647558,"[10830.811029445375, 220.5579967755877, 159.71171898214448, 186.8038405998742, 130.51162770603977, 24.961662219683685]",NN3,16,64,R,,,
CS,FM,-1,"[1000, 250, 157, 250, 125, 10]",0.001329665659580494,0.0008545644724420472,0.00047118118713844676,2.8387859881620465e-06,0.0004683424011502847,3.92e-06,5.9318068231042646e-05,0.01766266290296645,0.00166341875712,0.0006302615226411541,0.020015661250958643,0.00656424564,0.026579906890958644,656424564.0,29.0,14.0,500.0,999.0,136258304.0,1169744.0,4352,12,0.001325745659580494,1000,0.0026057465850211963,,NN3,16,64,R,2,8577,
CS,RRM,-1,"[1000, 250, 157, 250, 125, 10]",0.0013307247400537003,0.0008545644724420472,0.0004722402676116532,2.851063101550936e-06,0.00046938920451010223,3.92e-06,5.943915302864408e-05,0.017690130549888553,0.0016669689446400001,0.0006307635267854539,0.02004730217434265,0.00656424564,0.02661154781434265,656424564.0,29.0,14.0,500.0,999.0,136548352.0,818800.0,6148,2,0.0005617458706130809,1000,0.0004710315591144607,,NN3,16,64,R,2,8577,
CS,ORRM,-1,"[1000, 250, 157, 250, 125, 10]",0.0013302167882694893,0.0008545644724420472,0.0004717323158274421,2.8418133425059637e-06,0.0004688905024849361,3.92e-06,5.937012261329057e-05,0.017673276647967428,0.00166481313792,0.000630522757639738,0.020027982666140455,0.00656424564,0.026592228306140456,656424564.0,29.0,14.0,500.0,999.0,136372224.0,971344.0,5020,3,0.0008951709146294381,1000,0.0017673104097974564,,NN3,16,64,R,,,
CS_Er,ORRM,-1,"[1000, 250, 157, 250, 125, 10]",0.0013302167882694893,0.0008545644724420472,0.0004717323158274421,2.8418133425059637e-06,0.0004688905024849361,3.92e-06,5.937012261329057e-05,0.017673276647967428,0.00166481313792,0.000630522757639738,0.020027982666140455,0.00656424564,0.026592228306140456,656424564.0,29.0,14.0,500.0,999.0,136372224.0,971344.0,5020,3,0.0008951709146294381,1000,0.0017673104097974564,,NN3,16,64,R,,,
CSE,FM,-1,"[67, 54, 42, 40, 39, 5]",0.0028536993137529038,0.0026991781035457683,0.00015060121020713524,3.7932360670818e-06,0.00014680797414005345,3.92e-06,1.3650657382932135e-05,0.00038680707300844475,0.00037955751936,0.0013526534747188763,0.002132668724470253,0.00643342324,0.008566091964470253,643342324.0,6.0,5.0,66.0,66.0,31367680.0,2205480.0,258,12,0.002849779313752904,67,0.01879767079471828,,NN3,16,64,R,,,
