net,mu,bwd,tree,B_e,alloc,T
NN2,8,T,1,10000000000.0,"[784, 784, 1000, 500, 10]",0.0005432778679487732
NN2,8,T,1,13335214321.63324,"[784, 784, 1000, 500, 10]",0.00046551057365250455
NN2,8,T,1,17782794100.38923,"[784, 784, 1000, 500, 10]",0.00040719332998427984
NN2,8,T,1,23713737056.61655,"[784, 784, 1000, 500, 10]",0.0003634615666532483
NN2,8,T,1,31622776601.683792,"[784, 784, 1000, 500, 10]",0.0003306673705674103
NN2,8,T,1,42169650342.85822,"[784, 784, 1000, 500, 10]",0.0003060751928229273
NN2,8,T,1,56234132519.034904,"[784, 784, 1000, 500, 10]",0.000287633661137465
NN2,8,T,1,74989420933.24557,"[784, 784, 1000, 500, 10]",0.0002738044633153158
NN2,8,T,1,100000000000.0,"[784, 784, 1000, 500, 10]",0.0002634340279487731
NN2,8,T,1,133352143216.3324,"[784, 784, 1000, 500, 10]",0.00025565729851914626
NN2,8,T,1,177827941003.89227,"[784, 784, 1000, 500, 10]",0.0002498255741523238
NN2,8,T,1,237137370566.16553,"[784, 784, 1000, 500, 10]",0.00024545239781922066
NN2,8,T,1,316227766016.83795,"[784, 784, 1000, 500, 10]",0.00024217297821063684
NN2,8,T,1,421696503428.5823,"[784, 784, 1000, 500, 10]",0.00023971376043618853
NN2,8,T,1,562341325190.3491,"[784, 784, 1000, 500, 10]",0.00023786960726764232
NN2,8,T,1,749894209332.4558,"[784, 784, 1000, 500, 10]",0.0002364866874854274
NN2,8,T,1,1000000000000.0,"[784, 784, 1000, 500, 10]",0.00023544964394877312
NN2,8,T,1,1333521432163.324,"[784, 784, 1000, 500, 10]",0.00023467197100581044
NN2,8,T,1,1778279410038.9229,"[784, 784, 1000, 500, 10]",0.0002340887985691282
NN2,8,T,1,2371373705661.6553,"[784, 784, 1000, 500, 10]",0.0002336514809358179
NN2,8,T,1,3162277660168.3794,"[784, 784, 1000, 500, 10]",0.00023332353897495951
NN2,8,T,1,4216965034285.8223,"[784, 784, 1000, 500, 10]",0.00023307761719751466
NN2,8,T,1,5623413251903.491,"[784, 784, 1000, 500, 10]",0.00023289320188066005
NN2,8,T,1,7498942093324.559,"[784, 784, 1000, 500, 10]",0.00023275490990243855
NN2,8,T,1,10000000000000.0,"[784, 784, 1000, 500, 10]",0.00023265120554877313
NN2,8,T,1,1e+18,"[784, 784, 1000, 500, 10]",0.00023234027105814914
NN2,8,T,1,435200000000.0,"[784, 784, 1000, 500, 10]",0.00023948497383112608
NN2,16,R,0,1000000000.0,"[500, 131, 125, 125, 10]",0.008381398859272944
NN2,16,R,0,1333521432.163324,"[500, 131, 125, 125, 10]",0.0064539275703754725
NN2,16,R,0,1778279410.0389228,"[500, 131, 125, 125, 10]",0.005008528012176694
NN2,16,R,0,2371373705.6616554,"[500, 131, 125, 125, 10]",0.003924631253311738
NN2,16,R,0,3162277660.1683793,"[500, 131, 125, 125, 10]",0.0031118233503246925
NN2,16,R,0,4216965034.2858224,"[507, 157, 143, 125, 10]",0.0024816922403741474
NN2,16,R,0,5623413251.903491,"[507, 157, 143, 125, 10]",0.002022208709347907
NN2,16,R,0,7498942093.324558,"[507, 157, 167, 167, 10]",0.0016737044274097008
NN2,16,R,0,10000000000.0,"[507, 157, 167, 167, 10]",0.0014081594658298855
NN2,16,R,0,13335214321.63324,"[507, 157, 167, 167, 10]",0.0012090288368237722
NN2,16,R,0,17782794100.38923,"[507, 157, 167, 167, 10]",0.0010597019312313587
NN2,16,R,0,23713737056.61655,"[507, 157, 167, 167, 10]",0.0009477225494300732
NN2,16,R,0,31622776601.683792,"[507, 196, 167, 167, 10]",0.0008571801827089632
NN2,16,R,0,42169650342.85822,"[507, 196, 254, 167, 10]",0.0007855286411774598
NN2,16,R,0,56234132519.034904,"[507, 196, 254, 167, 10]",0.0007290155041316625
NN2,16,R,0,74989420933.24557,"[507, 267, 250, 250, 10]",0.0006797520270564755
NN2,16,R,0,100000000000.0,"[507, 392, 334, 250, 10]",0.0006357689754924829
NN2,16,R,0,133352143216.3324,"[507, 392, 500, 250, 10]",0.0005957880822675071
NN2,16,R,0,177827941003.89227,"[507, 392, 500, 250, 10]",0.0005641544585590248
NN2,16,R,0,237137370566.16553,"[507, 392, 500, 250, 10]",0.0005404325873198322
NN2,16,R,0,316227766016.83795,"[507, 392, 500, 250, 10]",0.0005226436934430314
NN2,16,R,0,421696503428.5823,"[507, 392, 500, 250, 10]",0.0005093039049343889
NN2,16,R,0,562341325190.3491,"[750, 392, 500, 500, 10]",0.0004973366792890586
NN2,16,R,0,749894209332.4558,"[750, 784, 500, 500, 10]",0.00048321404704683196
NN2,16,R,0,1000000000000.0,"[750, 784, 500, 500, 10]",0.00046910287798788877
NN2,16,R,0,1333521432163.324,"[750, 784, 500, 500, 10]",0.00045852099402367595
NN2,16,R,0,1778279410038.9229,"[750, 784, 500, 500, 10]",0.0004505857005150848
NN2,16,R,0,2371373705661.6553,"[750, 784, 500, 500, 10]",0.00044463506986363883
NN2,16,R,0,3162277660168.3794,"[750, 784, 500, 500, 10]",0.0004401727263962433
NN2,16,R,0,4216965034285.8223,"[750, 784, 1000, 500, 10]",0.00043530553276898895
NN2,16,R,0,5623413251903.491,"[750, 784, 1000, 500, 10]",0.00043143575665855166
NN2,16,R,0,7498942093324.559,"[750, 784, 1000, 500, 10]",0.00042853383396192164
NN2,16,R,0,10000000000000.0,"[750, 784, 1000, 500, 10]",0.00042635769893578835
NN2,16,R,0,1e+18,"[750, 784, 1000, 500, 10]",0.00041983304098302035
NN2,16,R,0,435200000000.0,"[507, 392, 500, 500, 10]",0.0005080127979501782
NN2,16,R,1,1000000000.0,"[500, 131, 125, 125, 10]",0.008381398859272944
NN2,16,R,1,1333521432.163324,"[500, 131, 125, 125, 10]",0.0064539275703754725
NN2,16,R,1,1778279410.0389228,"[500, 131, 125, 125, 10]",0.005008528012176694
NN2,16,R,1,2371373705.6616554,"[507, 157, 143, 125, 10]",0.0039038163372618817
NN2,16,R,1,3162277660.1683793,"[507, 157, 143, 125, 10]",0.003088651334556168
NN2,16,R,1,4216965034.2858224,"[507, 157, 167, 167, 10]",0.0024721932264887597
NN2,16,R,1,5623413251.903491,"[507, 157, 167, 167, 10]",0.002006941592476098
NN2,16,R,1,7498942093.324558,"[507, 157, 167, 167, 10]",0.0016580520862475405
NN2,16,R,1,10000000000.0,"[507, 157, 167, 167, 10]",0.0013964218658298853
NN2,16,R,1,13335214321.63324,"[507, 196, 167, 167, 10]",0.0011973903866040702
NN2,16,R,1,17782794100.38923,"[507, 196, 204, 167, 10]",0.001043580618136928
NN2,16,R,1,23713737056.61655,"[507, 196, 254, 167, 10]",0.0009234468077258383
NN2,16,R,1,31622776601.683792,"[507, 267, 254, 167, 10]",0.0008324023261905087
NN2,16,R,1,42169650342.85822,"[507, 265, 334, 250, 10]",0.0007534419213145893
NN2,16,R,1,56234132519.034904,"[507, 392, 334, 250, 10]",0.0006876185225208059
NN2,16,R,1,74989420933.24557,"[507, 392, 500, 250, 10]",0.0006333422793132508
NN2,16,R,1,100000000000.0,"[507, 392, 500, 250, 10]",0.0005923161334597581
NN2,16,R,1,133352143216.3324,"[507, 392, 500, 250, 10]",0.0005615508642529951
NN2,16,R,1,177827941003.89227,"[507, 392, 500, 250, 10]",0.0005384801670262894
NN2,16,R,1,237137370566.16553,"[507, 392, 500, 500, 10]",0.000520528611171077
NN2,16,R,1,316227766016.83795,"[750, 392, 500, 500, 10]",0.000503939486268888
NN2,16,R,1,421696503428.5823,"[784, 784, 500, 500, 10]",0.0004861357157417033
NN2,16,R,1,562341325190.3491,"[784, 784, 500, 500, 10]",0.00047129382042376074
NN2,16,R,1,749894209332.4558,"[784, 784, 500, 500, 10]",0.00046016396906931707
NN2,16,R,1,1000000000000.0,"[784, 784, 500, 500, 10]",0.0004518177579878888
NN2,16,R,1,1333521432163.324,"[784, 784, 500, 500, 10]",0.0004455589826280593
NN2,16,R,1,1778279410038.9229,"[784, 784, 1000, 500, 10]",0.00044035582484148723
NN2,16,R,1,2371373705661.6553,"[784, 784, 1000, 500, 10]",0.0004352229414391557
NN2,16,R,1,3162277660168.3794,"[784, 784, 1000, 500, 10]",0.0004313738218985686
NN2,16,R,1,4216965034285.8223,"[784, 784, 1000, 500, 10]",0.00042848738944405396
NN2,16,R,1,5623413251903.491,"[784, 784, 1000, 500, 10]",0.00042632287046078416
NN2,16,R,1,7498942093324.559,"[784, 784, 1000, 500, 10]",0.00042469971020923995
NN2,16,R,1,10000000000000.0,"[784, 784, 1000, 500, 10]",0.0004234825117357884
NN2,16,R,1,1e+18,"[784, 784, 1000, 500, 10]",0.0004198330122311484
NN2,16,R,1,435200000000.0,"[784, 784, 500, 500, 10]",0.000484294422458477
NN2,16,T,1,1000000000.0,"[784, 784, 1000, 500, 10]",0.006632426798127379
NN2,16,T,1,1333521432.163324,"[784, 784, 1000, 500, 10]",0.005077080912202007
NN2,16,T,1,1778279410.0389228,"[784, 784, 1000, 500, 10]",0.003910736038837512
NN2,16,T,1,2371373705.6616554,"[784, 784, 1000, 500, 10]",0.003036100772216881
NN2,16,T,1,3162277660.1683793,"[784, 784, 1000, 500, 10]",0.0023802168505001214
NN2,16,T,1,4216965034.2858224,"[784, 784, 1000, 500, 10]",0.0018883732956104615
NN2,16,T,1,5623413251.903491,"[784, 784, 1000, 500, 10]",0.0015195426619012155
NN2,16,T,1,7498942093.324558,"[784, 784, 1000, 500, 10]",0.001242958705458232
NN2,16,T,1,10000000000.0,"[784, 784, 1000, 500, 10]",0.0010355499981273785
NN2,16,T,1,13335214321.63324,"[784, 784, 1000, 500, 10]",0.0008800154095348412
NN2,16,T,1,17782794100.38923,"[784, 784, 1000, 500, 10]",0.0007633809221983918
NN2,16,T,1,23713737056.61655,"[784, 784, 1000, 500, 10]",0.0006759173955363288
NN2,16,T,1,31622776601.683792,"[784, 784, 1000, 500, 10]",0.0006103290033646527
NN2,16,T,1,42169650342.85822,"[784, 784, 1000, 500, 10]",0.0005611446478756868
NN2,16,T,1,56234132519.034904,"[784, 784, 1000, 500, 10]",0.0005242615845047621
NN2,16,T,1,74989420933.24557,"[784, 784, 1000, 500, 10]",0.0004966031888604638
NN2,16,T,1,100000000000.0,"[784, 784, 1000, 500, 10]",0.0004758623181273784
NN2,16,T,1,133352143216.3324,"[784, 784, 1000, 500, 10]",0.0004603088592681247
NN2,16,T,1,177827941003.89227,"[784, 784, 1000, 500, 10]",0.00044864541053447974
NN2,16,T,1,237137370566.16553,"[784, 784, 1000, 500, 10]",0.00043989905786827343
NN2,16,T,1,316227766016.83795,"[784, 784, 1000, 500, 10]",0.00043334021865110584
NN2,16,T,1,421696503428.5823,"[784, 784, 1000, 500, 10]",0.00042842178310220923
NN2,16,T,1,562341325190.3491,"[784, 784, 1000, 500, 10]",0.0004247334767651168
NN2,16,T,1,749894209332.4558,"[784, 784, 1000, 500, 10]",0.00042196763720068694
NN2,16,T,1,1000000000000.0,"[784, 784, 1000, 500, 10]",0.0004198935501273784
NN2,16,T,1,1333521432163.324,"[784, 784, 1000, 500, 10]",0.00041833820424145305
NN2,16,T,1,1778279410038.9229,"[784, 784, 1000, 500, 10]",0.00041717185936808855
NN2,16,T,1,2371373705661.6553,"[784, 784, 1000, 500, 10]",0.00041629722410146795
NN2,16,T,1,3162277660168.3794,"[784, 784, 1000, 500, 10]",0.0004156413401797512
NN2,16,T,1,4216965034285.8223,"[784, 784, 1000, 500, 10]",0.0004151494966248615
NN2,16,T,1,5623413251903.491,"[784, 784, 1000, 500, 10]",0.00041478066599115226
NN2,16,T,1,7498942093324.559,"[784, 784, 1000, 500, 10]",0.00041450408203470927
NN2,16,T,1,10000000000000.0,"[784, 784, 1000, 500, 10]",0.0004142966733273784
NN2,16,T,1,1e+18,"[784, 784, 1000, 500, 10]",0.00041367480434613044
NN2,16,T,1,435200000000.0,"[784, 784, 1000, 500, 10]",0.0004279642098920843
NN2,16,T,0,1000000000.0,"[100, 98, 125, 125, 10]",0.007454230463276551
NN2,16,T,0,1333521432.163324,"[100, 98, 125, 125, 10]",0.0058230765117766835
NN2,16,T,0,1778279410.0389228,"[100, 98, 125, 125, 10]",0.00459988360901718
NN2,16,T,0,2371373705.6616554,"[116, 112, 125, 125, 10]",0.0035676301036527166
NN2,16,T,0,3162277660.1683793,"[116, 112, 125, 125, 10]",0.0028914421843593474
NN2,16,T,0,4216965034.2858224,"[137, 131, 125, 125, 10]",0.002315022704341386
NN2,16,T,0,5623413251.903491,"[137, 131, 125, 125, 10]",0.0019365355465485287
NN2,16,T,0,7498942093.324558,"[167, 157, 167, 167, 10]",0.0015811051788656885
NN2,16,T,0,10000000000.0,"[215, 157, 167, 167, 10]",0.0013612668148130695
NN2,16,T,0,13335214321.63324,"[257, 157, 167, 167, 10]",0.001191673776224247
NN2,16,T,0,17782794100.38923,"[257, 157, 167, 167, 10]",0.001060476302573777
NN2,16,T,0,23713737056.61655,"[253, 196, 167, 167, 10]",0.0009573491090635711
NN2,16,T,0,31622776601.683792,"[380, 196, 253, 172, 10]",0.000868079464822597
NN2,16,T,0,42169650342.85822,"[380, 196, 252, 252, 10]",0.0007945165407019799
NN2,16,T,0,56234132519.034904,"[507, 267, 252, 252, 10]",0.0007322070315741135
NN2,16,T,0,74989420933.24557,"[507, 392, 334, 256, 10]",0.0006782441727256795
NN2,16,T,0,100000000000.0,"[507, 392, 510, 255, 10]",0.0006295780218456964
NN2,16,T,0,133352143216.3324,"[507, 392, 510, 255, 10]",0.0005909899237099707
NN2,16,T,0,177827941003.89227,"[507, 392, 510, 255, 10]",0.0005620529323688376
NN2,16,T,0,237137370566.16553,"[507, 392, 500, 500, 10]",0.0005386575738847151
NN2,16,T,0,316227766016.83795,"[507, 392, 500, 500, 10]",0.0005204621680564338
NN2,16,T,0,421696503428.5823,"[507, 392, 500, 500, 10]",0.0005068175385893515
NN2,16,T,0,562341325190.3491,"[507, 392, 500, 500, 10]",0.0004965855099634996
NN2,16,T,0,749894209332.4558,"[750, 784, 594, 500, 10]",0.0004781196125750951
NN2,16,T,0,1000000000000.0,"[750, 784, 594, 500, 10]",0.0004647833112446889
NN2,16,T,0,1333521432163.324,"[750, 784, 594, 500, 10]",0.0004547824961031046
NN2,16,T,0,1778279410038.9229,"[750, 784, 1000, 500, 10]",0.0004470952559387294
NN2,16,T,0,2371373705661.6553,"[750, 784, 1000, 500, 10]",0.0004387366059133502
NN2,16,T,0,3162277660168.3794,"[750, 784, 1000, 500, 10]",0.0004324685026614817
NN2,16,T,0,4216965034285.8223,"[750, 784, 1000, 500, 10]",0.0004277680883294076
NN2,16,T,0,5623413251903.491,"[750, 784, 1000, 500, 10]",0.0004242432748403219
NN2,16,T,0,7498942093324.559,"[750, 784, 1000, 500, 10]",0.00042160003761587965
NN2,16,T,0,10000000000000.0,"[750, 784, 1000, 500, 10]",0.0004196178893273784
NN2,16,T,0,1e+18,"[750, 784, 1000, 500, 10]",0.00041367485755829044
NN2,16,T,0,435200000000.0,"[507, 392, 500, 500, 10]",0.000505548147775108
NN2,32,R,1,1000000000.0,"[500, 131, 125, 125, 10]",0.016669892052807844
NN2,32,R,1,1333521432.163324,"[500, 131, 125, 125, 10]",0.0128149494750129
NN2,32,R,1,1778279410.0389228,"[500, 131, 125, 125, 10]",0.009924150358615342
NN2,32,R,1,2371373705.6616554,"[500, 131, 125, 125, 10]",0.007756356840885433
NN2,32,R,1,3162277660.1683793,"[500, 131, 125, 125, 10]",0.006130741034911341
NN2,32,R,1,4216965034.2858224,"[500, 131, 125, 125, 10]",0.004911701155412055
NN2,32,R,1,5623413251.903491,"[507, 157, 167, 125, 10]",0.0039611691659228445
NN2,32,R,1,7498942093.324558,"[507, 157, 167, 167, 10]",0.0032635090025587552
NN2,32,R,1,10000000000.0,"[507, 157, 167, 167, 10]",0.0027402485617234445
NN2,32,R,1,13335214321.63324,"[507, 157, 167, 167, 10]",0.0023478585871682975
NN2,32,R,1,17782794100.38923,"[507, 157, 167, 167, 10]",0.0020536076174492825
NN2,32,R,1,23713737056.61655,"[507, 262, 261, 167, 10]",0.001806471566045014
NN2,32,R,1,31622776601.683792,"[507, 267, 250, 250, 10]",0.0015927116703901467
NN2,32,R,1,42169650342.85822,"[507, 392, 250, 250, 10]",0.0014259738439816373
NN2,32,R,1,56234132519.034904,"[507, 392, 334, 250, 10]",0.0012913563253962848
NN2,32,R,1,74989420933.24557,"[507, 392, 500, 250, 10]",0.0011872906515110104
NN2,32,R,1,100000000000.0,"[507, 392, 500, 250, 10]",0.001105238359804025
NN2,32,R,1,133352143216.3324,"[507, 392, 500, 500, 10]",0.0010407359531644626
NN2,32,R,1,177827941003.89227,"[507, 392, 500, 500, 10]",0.0009885947869600377
NN2,32,R,1,237137370566.16553,"[507, 392, 500, 500, 10]",0.0009494944283554982
NN2,32,R,1,316227766016.83795,"[507, 392, 500, 500, 10]",0.0009201732958551315
NN2,32,R,1,421696503428.5823,"[784, 784, 500, 500, 10]",0.0008863566648413314
NN2,32,R,1,562341325190.3491,"[784, 784, 500, 500, 10]",0.0008566728742054463
NN2,32,R,1,749894209332.4558,"[784, 784, 500, 500, 10]",0.0008344131714965589
NN2,32,R,1,1000000000000.0,"[784, 784, 500, 500, 10]",0.0008177207493337024
NN2,32,R,1,1333521432163.324,"[784, 784, 1000, 500, 10]",0.0008038038716269218
NN2,32,R,1,1778279410038.9229,"[784, 784, 1000, 500, 10]",0.0007901142515753128
NN2,32,R,1,2371373705661.6553,"[784, 784, 1000, 500, 10]",0.0007798484847706498
NN2,32,R,1,3162277660168.3794,"[784, 784, 1000, 500, 10]",0.0007721502456894756
NN2,32,R,1,4216965034285.8223,"[784, 784, 1000, 500, 10]",0.0007663773807804463
NN2,32,R,1,5623413251903.491,"[784, 784, 1000, 500, 10]",0.0007620483428139067
NN2,32,R,1,7498942093324.559,"[784, 784, 1000, 500, 10]",0.0007588020223108183
NN2,32,R,1,10000000000000.0,"[784, 784, 1000, 500, 10]",0.0007563676253639151
NN2,32,R,1,1e+18,"[784, 784, 1000, 500, 10]",0.0007490686263546351
NN2,32,R,1,435200000000.0,"[784, 784, 500, 500, 10]",0.0008826740782748788
NN2,32,R,0,1000000000.0,"[500, 131, 125, 125, 10]",0.016669892052807844
NN2,32,R,0,1333521432.163324,"[500, 131, 125, 125, 10]",0.0128149494750129
NN2,32,R,0,1778279410.0389228,"[500, 131, 125, 125, 10]",0.009924150358615342
NN2,32,R,0,2371373705.6616554,"[500, 131, 125, 125, 10]",0.007756356840885433
NN2,32,R,0,3162277660.1683793,"[500, 131, 125, 125, 10]",0.006130741034911341
NN2,32,R,0,4216965034.2858224,"[500, 131, 125, 125, 10]",0.004911701155412055
NN2,32,R,0,5623413251.903491,"[500, 131, 125, 125, 10]",0.003997550208830206
NN2,32,R,0,7498942093.324558,"[500, 131, 125, 125, 10]",0.003312033707532694
NN2,32,R,0,10000000000.0,"[507, 157, 167, 125, 10]",0.0027619357335804625
NN2,32,R,0,13335214321.63324,"[507, 157, 167, 167, 10]",0.0023654625037112186
NN2,32,R,0,17782794100.38923,"[507, 157, 167, 167, 10]",0.002066808692526391
NN2,32,R,0,23713737056.61655,"[507, 157, 167, 167, 10]",0.0018428499289238204
NN2,32,R,0,31622776601.683792,"[507, 157, 167, 167, 10]",0.0016749045489689962
NN2,32,R,0,42169650342.85822,"[507, 262, 209, 167, 10]",0.0015360131567641459
NN2,32,R,0,56234132519.034904,"[507, 267, 250, 250, 10]",0.0013955578215448842
NN2,32,R,0,74989420933.24557,"[507, 392, 250, 250, 10]",0.0012850473763285392
NN2,32,R,0,100000000000.0,"[507, 392, 334, 250, 10]",0.0011876572313396388
NN2,32,R,0,133352143216.3324,"[507, 392, 334, 250, 10]",0.0011115228837531776
NN2,32,R,0,177827941003.89227,"[507, 392, 500, 250, 10]",0.0010489150100025588
NN2,32,R,0,237137370566.16553,"[507, 392, 500, 250, 10]",0.0010014712675241733
NN2,32,R,0,316227766016.83795,"[507, 392, 500, 500, 10]",0.0009591518237537337
NN2,32,R,0,421696503428.5823,"[507, 392, 500, 500, 10]",0.0009274153207415024
NN2,32,R,0,562341325190.3491,"[507, 392, 500, 500, 10]",0.000903616300908168
NN2,32,R,0,749894209332.4558,"[750, 784, 500, 500, 10]",0.0008805133274515887
NN2,32,R,0,1000000000000.0,"[750, 784, 500, 500, 10]",0.0008522909893337023
NN2,32,R,0,1333521432163.324,"[750, 784, 500, 500, 10]",0.0008311272214052767
NN2,32,R,0,1778279410038.9229,"[750, 784, 500, 500, 10]",0.0008152566343880943
NN2,32,R,0,2371373705661.6553,"[750, 784, 500, 500, 10]",0.0008033553730852024
NN2,32,R,0,3162277660168.3794,"[750, 784, 1000, 500, 10]",0.0007903345261921998
NN2,32,R,0,4216965034285.8223,"[750, 784, 1000, 500, 10]",0.0007800136674303163
NN2,32,R,0,5623413251903.491,"[750, 784, 1000, 500, 10]",0.0007722741152094417
NN2,32,R,0,7498942093324.559,"[750, 784, 1000, 500, 10]",0.0007664702698161817
NN2,32,R,0,10000000000000.0,"[750, 784, 1000, 500, 10]",0.0007621179997639151
NN2,32,R,0,1e+18,"[750, 784, 1000, 500, 10]",0.0007490686838583791
NN2,32,R,0,435200000000.0,"[507, 392, 500, 500, 10]",0.0009244628019137005
NN2,32,T,0,1000000000.0,"[116, 112, 125, 125, 10]",0.014453687695026734
NN2,32,T,0,1333521432.163324,"[116, 112, 125, 125, 10]",0.01124669919123001
NN2,32,T,0,1778279410.0389228,"[116, 112, 125, 125, 10]",0.008841797082837092
NN2,32,T,0,2371373705.6616554,"[116, 112, 125, 125, 10]",0.007038374917741826
NN2,32,T,0,3162277660.1683793,"[116, 112, 125, 125, 10]",0.005685999079155088
NN2,32,T,0,4216965034.2858224,"[137, 131, 125, 125, 10]",0.004544145641057602
NN2,32,T,0,5623413251.903491,"[150, 131, 125, 125, 10]",0.0037843738105411465
NN2,32,T,0,7498942093.324558,"[215, 157, 167, 167, 10]",0.0031217089266794887
NN2,32,T,0,10000000000.0,"[215, 157, 167, 167, 10]",0.0026696173702129254
NN2,32,T,0,13335214321.63324,"[257, 157, 167, 167, 10]",0.002329769340094066
NN2,32,T,0,17782794100.38923,"[257, 157, 167, 167, 10]",0.002067374392793126
NN2,32,T,0,23713737056.61655,"[309, 157, 167, 167, 10]",0.0018652118639628991
NN2,32,T,0,31622776601.683792,"[387, 262, 209, 167, 10]",0.0016985142178023984
NN2,32,T,0,42169650342.85822,"[387, 262, 262, 262, 10]",0.0015317743586585669
NN2,32,T,0,56234132519.034904,"[387, 262, 262, 262, 10]",0.0014035484727279448
NN2,32,T,0,74989420933.24557,"[507, 392, 334, 256, 10]",0.0012764056980529871
NN2,32,T,0,100000000000.0,"[507, 392, 334, 256, 10]",0.0011828576429856255
NN2,32,T,0,133352143216.3324,"[507, 392, 500, 500, 10]",0.0011050208697121174
NN2,32,T,0,177827941003.89227,"[507, 392, 500, 500, 10]",0.0010403078386286475
NN2,32,T,0,237137370566.16553,"[507, 392, 500, 500, 10]",0.000991779911350802
NN2,32,T,0,316227766016.83795,"[507, 392, 500, 500, 10]",0.0009553890996942393
NN2,32,T,0,421696503428.5823,"[507, 392, 500, 500, 10]",0.0009280998407600749
NN2,32,T,0,562341325190.3491,"[507, 392, 500, 500, 10]",0.000907635783508371
NN2,32,T,0,749894209332.4558,"[750, 784, 594, 500, 10]",0.0008731834412713161
NN2,32,T,0,1000000000000.0,"[750, 784, 594, 500, 10]",0.0008465108386105037
NN2,32,T,0,1333521432163.324,"[750, 784, 594, 500, 10]",0.0008265092083273351
NN2,32,T,0,1778279410038.9229,"[750, 784, 1000, 500, 10]",0.000807183758826916
NN2,32,T,0,2371373705661.6553,"[750, 784, 1000, 500, 10]",0.0007904664587761576
NN2,32,T,0,3162277660168.3794,"[750, 784, 1000, 500, 10]",0.0007779302522724205
NN2,32,T,0,4216965034285.8223,"[750, 784, 1000, 500, 10]",0.0007685294236082724
NN2,32,T,0,5623413251903.491,"[750, 784, 1000, 500, 10]",0.000761479796630101
NN2,32,T,0,7498942093324.559,"[750, 784, 1000, 500, 10]",0.0007561933221812164
NN2,32,T,0,10000000000000.0,"[750, 784, 1000, 500, 10]",0.0007522290256042139
NN2,32,T,0,1e+18,"[750, 784, 1000, 500, 10]",0.000740342962066038
NN2,32,T,0,435200000000.0,"[507, 392, 500, 500, 10]",0.0009255610591315877
NN2,32,T,1,1000000000.0,"[784, 784, 1000, 500, 10]",0.013177846843204215
NN2,32,T,1,1333521432.163324,"[784, 784, 1000, 500, 10]",0.010067155071353471
NN2,32,T,1,1778279410.0389228,"[784, 784, 1000, 500, 10]",0.007734465324624481
NN2,32,T,1,2371373705.6616554,"[784, 784, 1000, 500, 10]",0.005985194791383219
NN2,32,T,1,3162277660.1683793,"[784, 784, 1000, 500, 10]",0.004673426947949699
NN2,32,T,1,4216965034.2858224,"[784, 784, 1000, 500, 10]",0.0036897398381703804
NN2,32,T,1,5623413251.903491,"[784, 784, 1000, 500, 10]",0.0029520785707518884
NN2,32,T,1,7498942093.324558,"[784, 784, 1000, 500, 10]",0.0023989106578659212
NN2,32,T,1,10000000000.0,"[784, 784, 1000, 500, 10]",0.001984093243204214
NN2,32,T,1,13335214321.63324,"[784, 784, 1000, 500, 10]",0.0016730240660191398
NN2,32,T,1,17782794100.38923,"[784, 784, 1000, 500, 10]",0.0014397550913462407
NN2,32,T,1,23713737056.61655,"[784, 784, 1000, 500, 10]",0.0012648280380221145
NN2,32,T,1,31622776601.683792,"[784, 784, 1000, 500, 10]",0.0011336512536787625
NN2,32,T,1,42169650342.85822,"[784, 784, 1000, 500, 10]",0.0010352825427008307
NN2,32,T,1,56234132519.034904,"[784, 784, 1000, 500, 10]",0.0009615164159589814
NN2,32,T,1,74989420933.24557,"[784, 784, 1000, 500, 10]",0.0009061996246703848
NN2,32,T,1,100000000000.0,"[784, 784, 1000, 500, 10]",0.000864717883204214
NN2,32,T,1,133352143216.3324,"[784, 784, 1000, 500, 10]",0.0008336109654857065
NN2,32,T,1,177827941003.89227,"[784, 784, 1000, 500, 10]",0.0008102840680184166
NN2,32,T,1,237137370566.16553,"[784, 784, 1000, 500, 10]",0.000792791362686004
NN2,32,T,1,316227766016.83795,"[784, 784, 1000, 500, 10]",0.0007796736842516688
NN2,32,T,1,421696503428.5823,"[784, 784, 1000, 500, 10]",0.0007698368131538756
NN2,32,T,1,562341325190.3491,"[784, 784, 1000, 500, 10]",0.0007624602004796908
NN2,32,T,1,749894209332.4558,"[784, 784, 1000, 500, 10]",0.000756928521350831
NN2,32,T,1,1000000000000.0,"[784, 784, 1000, 500, 10]",0.0007527803472042139
NN2,32,T,1,1333521432163.324,"[784, 784, 1000, 500, 10]",0.0007496696554323632
NN2,32,T,1,1778279410038.9229,"[784, 784, 1000, 500, 10]",0.0007473369656856342
NN2,32,T,1,2371373705661.6553,"[784, 784, 1000, 500, 10]",0.000745587695152393
NN2,32,T,1,3162277660168.3794,"[784, 784, 1000, 500, 10]",0.0007442759273089595
NN2,32,T,1,4216965034285.8223,"[784, 784, 1000, 500, 10]",0.0007432922401991801
NN2,32,T,1,5623413251903.491,"[784, 784, 1000, 500, 10]",0.0007425545789317617
NN2,32,T,1,7498942093324.559,"[784, 784, 1000, 500, 10]",0.0007420014110188757
NN2,32,T,1,10000000000000.0,"[784, 784, 1000, 500, 10]",0.000741586593604214
NN2,32,T,1,1e+18,"[784, 784, 1000, 500, 10]",0.000740342855641718
NN2,32,T,1,435200000000.0,"[784, 784, 1000, 500, 10]",0.0007689216667336258
NN3,1,R,0,1000000000.0,"[667, 100, 98, 125, 125, 10]",0.0009941347260439659
