net,mu,bwd,tree,B_e,alloc,T
NN4,1,T,1,316227766016.83795,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015749738053650475
NN4,1,T,1,421696503428.5823,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0001567853391971098
NN4,1,T,1,562341325190.3491,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0001562513835198922
NN4,1,T,1,749894209332.4558,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015585097324950653
NN4,1,T,1,1000000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0001555507079063871
NN4,1,T,1,1333521432163.324,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015532554066431857
NN4,1,T,1,1778279410038.9229,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015515668905336004
NN4,1,T,1,2371373705661.6553,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015503006820806578
NN4,1,T,1,3162277660168.3794,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015493511596939886
NN4,1,T,1,4216965034285.8223,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015486391183545936
NN4,1,T,1,5623413251903.491,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0001548105162677376
NN4,1,T,1,7498942093324.559,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015477047524069902
NN4,1,T,1,10000000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015474044870638707
NN4,1,T,1,1e+18,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0001546504208066751
NN4,1,T,1,435200000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00015671909637697532
NN4,1,T,0,1000000000.0,"[148, 143, 137, 131, 125, 125, 10]",0.0013141708398269891
NN4,1,T,0,1333521432.163324,"[148, 143, 137, 131, 125, 125, 10]",0.0010849218712547927
NN4,1,T,0,1778279410.0389228,"[157, 154, 150, 131, 125, 125, 10]",0.0008992584277458992
NN4,1,T,0,2371373705.6616554,"[193, 168, 168, 157, 167, 167, 10]",0.000751473254766126
NN4,1,T,0,3162277660.1683793,"[209, 182, 168, 157, 167, 167, 10]",0.0006475302360619921
NN4,1,T,0,4216965034.2858224,"[234, 182, 168, 157, 167, 167, 10]",0.0005668988620745795
NN4,1,T,0,5623413251.903491,"[417, 334, 256, 157, 167, 167, 10]",0.00048750889913668036
NN4,1,T,0,7498942093.324558,"[417, 334, 256, 157, 167, 167, 10]",0.0004200398966669931
NN4,1,T,0,10000000000.0,"[417, 334, 256, 157, 167, 167, 10]",0.0003694452824055374
NN4,1,T,0,13335214321.63324,"[417, 334, 256, 196, 167, 167, 10]",0.0003309025411632594
NN4,1,T,0,17782794100.38923,"[417, 334, 256, 196, 253, 172, 10]",0.00030120382074896125
NN4,1,T,0,23713737056.61655,"[417, 334, 307, 196, 253, 172, 10]",0.00027845937972992003
NN4,1,T,0,31622776601.683792,"[420, 503, 377, 267, 334, 256, 10]",0.00025816766292242107
NN4,1,T,0,42169650342.85822,"[424, 501, 501, 392, 334, 256, 10]",0.00023983048014088307
NN4,1,T,0,56234132519.034904,"[424, 501, 501, 392, 334, 256, 10]",0.00022547099348873688
NN4,1,T,0,74989420933.24557,"[625, 576, 501, 392, 510, 255, 10]",0.0002134942788081447
NN4,1,T,0,100000000000.0,"[625, 576, 501, 399, 500, 500, 10]",0.00020341469085399826
NN4,1,T,0,133352143216.3324,"[625, 576, 501, 399, 500, 500, 10]",0.00019582863407579105
NN4,1,T,0,177827941003.89227,"[625, 667, 593, 392, 500, 500, 10]",0.00018969395087842323
NN4,1,T,0,237137370566.16553,"[625, 667, 593, 392, 500, 500, 10]",0.00018434522425625236
NN4,1,T,0,316227766016.83795,"[625, 667, 750, 392, 500, 500, 10]",0.00018032984753354645
NN4,1,T,0,421696503428.5823,"[834, 1000, 750, 392, 500, 500, 10]",0.00017373761816066302
NN4,1,T,0,562341325190.3491,"[834, 1000, 750, 392, 500, 500, 10]",0.0001693212007977379
NN4,1,T,0,749894209332.4558,"[834, 1000, 750, 392, 500, 500, 10]",0.00016600935499128504
NN4,1,T,0,1000000000000.0,"[834, 1000, 750, 392, 500, 500, 10]",0.00016352582099882408
NN4,1,T,0,1333521432163.324,"[834, 1000, 750, 392, 500, 500, 10]",0.00016166343323919727
NN4,1,T,0,1778279410038.9229,"[834, 1000, 750, 750, 1000, 500, 10]",0.00015993922196980801
NN4,1,T,0,2371373705661.6553,"[834, 1000, 750, 750, 1000, 500, 10]",0.00015861587346383866
NN4,1,T,0,3162277660168.3794,"[834, 1000, 750, 750, 1000, 500, 10]",0.00015762350208228346
NN4,1,T,0,4216965034285.8223,"[834, 1000, 750, 750, 1000, 500, 10]",0.000156879328529748
NN4,1,T,0,5623413251903.491,"[834, 1000, 750, 750, 1000, 500, 10]",0.00015632127709196326
NN4,1,T,0,7498942093324.559,"[834, 1000, 750, 750, 1000, 500, 10]",0.00015590279755025883
NN4,1,T,0,10000000000000.0,"[834, 1000, 750, 750, 1000, 500, 10]",0.00015558898216521059
NN4,1,T,0,1e+18,"[834, 1000, 750, 750, 1000, 500, 10]",0.0001546480763743626
NN4,1,T,0,435200000000.0,"[1000, 1000, 750, 392, 500, 500, 10]",0.00017318971511647114
NN4,8,R,1,1000000000.0,"[625, 125, 125, 131, 125, 125, 10]",0.009540917566755135
NN4,8,R,1,1333521432.163324,"[625, 125, 125, 131, 125, 125, 10]",0.0074208528139657025
NN4,8,R,1,1778279410.0389228,"[625, 125, 125, 131, 125, 125, 10]",0.005831028532439064
NN4,8,R,1,2371373705.6616554,"[625, 125, 125, 131, 125, 125, 10]",0.0046388285098661036
NN4,8,R,1,3162277660.1683793,"[625, 125, 125, 131, 125, 125, 10]",0.003744804616572618
NN4,8,R,1,4216965034.2858224,"[500, 154, 150, 131, 125, 125, 10]",0.0029611166165885165
NN4,8,R,1,5623413251.903491,"[437, 182, 167, 157, 167, 167, 10]",0.0024212696480591907
NN4,8,R,1,7498942093.324558,"[510, 182, 167, 157, 167, 167, 10]",0.0020317837781621494
NN4,8,R,1,10000000000.0,"[503, 223, 253, 196, 167, 167, 10]",0.0017202032121292317
NN4,8,R,1,13335214321.63324,"[510, 334, 253, 196, 167, 167, 10]",0.001471778333068538
NN4,8,R,1,17782794100.38923,"[510, 334, 253, 196, 167, 167, 10]",0.0012707134789666818
NN4,8,R,1,23713737056.61655,"[510, 334, 253, 196, 254, 167, 10]",0.0011168670378536411
NN4,8,R,1,31622776601.683792,"[510, 334, 384, 196, 254, 167, 10]",0.0009975532882211984
NN4,8,R,1,42169650342.85822,"[519, 504, 379, 265, 334, 167, 10]",0.0008956729768567547
NN4,8,R,1,56234132519.034904,"[519, 504, 506, 265, 334, 250, 10]",0.0008133127747144058
NN4,8,R,1,74989420933.24557,"[519, 504, 506, 392, 334, 250, 10]",0.0007472850026794076
NN4,8,R,1,100000000000.0,"[519, 504, 506, 392, 500, 250, 10]",0.000695772391510834
NN4,8,R,1,133352143216.3324,"[625, 504, 506, 392, 500, 250, 10]",0.0006539561473411253
NN4,8,R,1,177827941003.89227,"[625, 504, 506, 392, 500, 250, 10]",0.0006224250805505382
NN4,8,R,1,237137370566.16553,"[708, 667, 507, 392, 500, 500, 10]",0.0005950869250887594
NN4,8,R,1,316227766016.83795,"[708, 667, 507, 392, 500, 500, 10]",0.0005731627765055233
NN4,8,R,1,421696503428.5823,"[708, 667, 507, 392, 500, 500, 10]",0.0005567219844384102
NN4,8,R,1,562341325190.3491,"[708, 667, 750, 784, 500, 500, 10]",0.0005414134545112695
NN4,8,R,1,749894209332.4558,"[834, 833, 750, 784, 500, 500, 10]",0.0005278103041274971
NN4,8,R,1,1000000000000.0,"[834, 667, 750, 784, 500, 500, 10]",0.0005170319063910255
NN4,8,R,1,1333521432163.324,"[834, 667, 750, 784, 500, 500, 10]",0.00050884463530898
NN4,8,R,1,1778279410038.9229,"[834, 667, 750, 784, 500, 500, 10]",0.000502705048134319
NN4,8,R,1,2371373705661.6553,"[834, 667, 750, 784, 1000, 500, 10]",0.0004973687408734075
NN4,8,R,1,3162277660168.3794,"[834, 667, 750, 784, 1000, 500, 10]",0.000493311289357686
NN4,8,R,1,4216965034285.8223,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0004897884637146188
NN4,8,R,1,5623413251903.491,"[1000, 1000, 750, 784, 1000, 500, 10]",0.00048705132499976203
NN4,8,R,1,7498942093324.559,"[1000, 1000, 750, 784, 1000, 500, 10]",0.00048499876052735127
NN4,8,R,1,10000000000000.0,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0004834595543152089
NN4,8,R,1,1e+18,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0004788445860653529
NN4,8,R,1,435200000000.0,"[834, 833, 750, 392, 500, 500, 10]",0.0005571134480297001
NN4,8,R,0,1000000000.0,"[625, 125, 125, 131, 125, 125, 10]",0.009573685566755136
NN4,8,R,0,1333521432.163324,"[625, 125, 125, 131, 125, 125, 10]",0.007445425347417109
NN4,8,R,0,1778279410.0389228,"[625, 125, 125, 131, 125, 125, 10]",0.0058494553329829
NN4,8,R,0,2371373705.6616554,"[625, 125, 125, 131, 125, 125, 10]",0.004652646660890452
NN4,8,R,0,3162277660.1683793,"[625, 125, 125, 131, 125, 125, 10]",0.003755166768009458
NN4,8,R,0,4216965034.2858224,"[625, 125, 125, 131, 125, 125, 10]",0.003082151793345688
NN4,8,R,0,5623413251.903491,"[625, 125, 125, 131, 125, 125, 10]",0.0025774617610512976
NN4,8,R,0,7498942093.324558,"[500, 154, 150, 131, 125, 125, 10]",0.002085614328810801
NN4,8,R,0,10000000000.0,"[500, 200, 150, 131, 125, 125, 10]",0.0018007650600547552
NN4,8,R,0,13335214321.63324,"[500, 200, 167, 157, 167, 167, 10]",0.0015463398336621156
NN4,8,R,0,17782794100.38923,"[503, 223, 167, 157, 167, 167, 10]",0.0013667949765353285
NN4,8,R,0,23713737056.61655,"[503, 223, 253, 196, 167, 167, 10]",0.0012100877443599846
NN4,8,R,0,31622776601.683792,"[510, 334, 253, 196, 167, 167, 10]",0.0010785678347257847
NN4,8,R,0,42169650342.85822,"[510, 334, 253, 196, 254, 167, 10]",0.0009738250480595758
NN4,8,R,0,56234132519.034904,"[510, 334, 384, 196, 254, 167, 10]",0.0008933852330967388
NN4,8,R,0,74989420933.24557,"[510, 334, 384, 267, 254, 167, 10]",0.0008252764643471685
NN4,8,R,0,100000000000.0,"[503, 504, 379, 265, 334, 167, 10]",0.000760416973477906
NN4,8,R,0,133352143216.3324,"[503, 504, 506, 265, 334, 250, 10]",0.000708804391426689
NN4,8,R,0,177827941003.89227,"[503, 504, 506, 392, 334, 250, 10]",0.0006676852042046345
NN4,8,R,0,237137370566.16553,"[625, 504, 506, 392, 500, 250, 10]",0.0006339507650449231
NN4,8,R,0,316227766016.83795,"[625, 504, 506, 392, 500, 250, 10]",0.000607423160211134
NN4,8,R,0,421696503428.5823,"[625, 504, 506, 392, 500, 500, 10]",0.0005872031816096634
NN4,8,R,0,562341325190.3491,"[708, 667, 507, 392, 500, 500, 10]",0.0005662958688223823
NN4,8,R,0,749894209332.4558,"[708, 667, 507, 392, 500, 500, 10]",0.0005515725301308022
NN4,8,R,0,1000000000000.0,"[708, 667, 750, 392, 500, 500, 10]",0.0005389289122150249
NN4,8,R,0,1333521432163.324,"[708, 667, 750, 784, 500, 500, 10]",0.0005270060361816286
NN4,8,R,0,1778279410038.9229,"[834, 667, 750, 784, 500, 500, 10]",0.0005163472147494456
NN4,8,R,0,2371373705661.6553,"[834, 667, 750, 784, 500, 500, 10]",0.0005083311890117809
NN4,8,R,0,3162277660168.3794,"[834, 667, 750, 784, 500, 500, 10]",0.0005023200177292462
NN4,8,R,0,4216965034285.8223,"[834, 667, 750, 784, 1000, 500, 10]",0.0004973810816312953
NN4,8,R,0,5623413251903.491,"[834, 667, 750, 784, 1000, 500, 10]",0.0004933205436205649
NN4,8,R,0,7498942093324.559,"[834, 1000, 750, 784, 1000, 500, 10]",0.0004900225987609517
NN4,8,R,0,10000000000000.0,"[834, 1000, 750, 784, 1000, 500, 10]",0.00048722690151520895
NN4,8,R,0,1e+18,"[834, 1000, 750, 784, 1000, 500, 10]",0.00047884462373882494
NN4,8,R,0,435200000000.0,"[834, 833, 750, 392, 500, 500, 10]",0.0006030193303826413
NN4,8,T,1,1000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0076995853471964765
NN4,8,T,1,1333521432.163324,"[1000, 1000, 784, 784, 1000, 500, 10]",0.00589824741064846
NN4,8,T,1,1778279410.0389228,"[1000, 1000, 784, 784, 1000, 500, 10]",0.004547434522980229
NN4,8,T,1,2371373705.6616554,"[1000, 1000, 784, 784, 1000, 500, 10]",0.003534467760626168
NN4,8,T,1,3162277660.1683793,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0027748498512906125
NN4,8,T,1,4216965034.2858224,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0022052167797746527
NN4,8,T,1,5623413251.903491,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0017780522380005737
NN4,8,T,1,7498942093.324558,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0014577240216920402
NN4,8,T,1,10000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0012175117471964767
NN4,8,T,1,13335214321.63324,"[1000, 1000, 784, 784, 1000, 500, 10]",0.001037377953541675
NN4,8,T,1,17782794100.38923,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0009022966647748517
NN4,8,T,1,23713737056.61655,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0008009999885394458
NN4,8,T,1,31622776601.683792,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0007250381976058901
NN4,8,T,1,42169650342.85822,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0006680748904542942
NN4,8,T,1,56234132519.034904,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0006253584362768863
NN4,8,T,1,74989420933.24557,"[1000, 1000, 784, 784, 1000, 500, 10]",0.000593325614646033
NN4,8,T,1,100000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005693043871964766
NN4,8,T,1,133352143216.3324,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005512910078309965
NN4,8,T,1,177827941003.89227,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005377828789543141
NN4,8,T,1,237137370566.16553,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005276532113307735
NN4,8,T,1,316227766016.83795,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005200570322374179
NN4,8,T,1,421696503428.5823,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005143607015222583
NN4,8,T,1,562341325190.3491,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005100890561045175
NN4,8,T,1,749894209332.4558,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005068857739414322
NN4,8,T,1,1000000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005044836511964765
NN4,8,T,1,1333521432163.324,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005026823132599286
NN4,8,T,1,1778279410038.9229,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005013315003722603
NN4,8,T,1,2371373705661.6553,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005003185336099063
NN4,8,T,1,3162277660168.3794,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0004995589157005707
NN4,8,T,1,4216965034285.8223,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0004989892826290547
NN4,8,T,1,5623413251903.491,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0004985621180872807
NN4,8,T,1,7498942093324.559,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0004982417898709721
NN4,8,T,1,10000000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0004980015775964766
NN4,8,T,1,1e+18,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0004972813543987805
NN4,8,T,1,435200000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0005138307589611825
NN4,8,T,0,1000000000.0,"[76, 77, 79, 79, 125, 125, 10]",0.009368198837937184
NN4,8,T,0,1333521432.163324,"[100, 100, 100, 98, 125, 125, 10]",0.007034546797673267
NN4,8,T,0,1778279410.0389228,"[100, 100, 100, 98, 125, 125, 10]",0.005662415898981907
NN4,8,T,0,2371373705.6616554,"[100, 100, 100, 98, 125, 125, 10]",0.004633462883607118
NN4,8,T,0,3162277660.1683793,"[100, 100, 100, 98, 125, 125, 10]",0.0038618569757023933
NN4,8,T,0,4216965034.2858224,"[157, 154, 150, 131, 125, 125, 10]",0.002873318260072162
NN4,8,T,0,5623413251.903491,"[157, 154, 150, 131, 125, 125, 10]",0.002437863683471587
NN4,8,T,0,7498942093.324558,"[167, 167, 167, 157, 167, 167, 10]",0.002053440908859347
NN4,8,T,0,10000000000.0,"[167, 183, 167, 157, 167, 167, 10]",0.0017975651649045476
NN4,8,T,0,13335214321.63324,"[313, 182, 168, 157, 167, 167, 10]",0.0015963275536984953
NN4,8,T,0,17782794100.38923,"[315, 334, 256, 196, 167, 167, 10]",0.0014079271491241633
NN4,8,T,0,23713737056.61655,"[417, 334, 256, 196, 167, 167, 10]",0.001237097321275039
NN4,8,T,0,31622776601.683792,"[417, 334, 256, 196, 253, 172, 10]",0.0011038448718771383
NN4,8,T,0,42169650342.85822,"[417, 334, 380, 196, 253, 172, 10]",0.0009997581914843589
NN4,8,T,0,56234132519.034904,"[420, 503, 377, 267, 254, 171, 10]",0.0009151035284490005
NN4,8,T,0,74989420933.24557,"[424, 501, 501, 267, 334, 256, 10]",0.0008374575994571194
NN4,8,T,0,100000000000.0,"[424, 501, 501, 267, 334, 256, 10]",0.0007762032133162907
NN4,8,T,0,133352143216.3324,"[501, 501, 501, 392, 510, 255, 10]",0.0007281235150303813
NN4,8,T,0,177827941003.89227,"[501, 501, 501, 392, 510, 255, 10]",0.0006895610576039989
NN4,8,T,0,237137370566.16553,"[625, 576, 501, 399, 500, 500, 10]",0.0006552308349141889
NN4,8,T,0,316227766016.83795,"[625, 576, 501, 399, 500, 500, 10]",0.0006296387259687434
NN4,8,T,0,421696503428.5823,"[625, 667, 593, 392, 500, 500, 10]",0.0006076113056968018
NN4,8,T,0,562341325190.3491,"[625, 667, 593, 392, 500, 500, 10]",0.0005895669911818832
NN4,8,T,0,749894209332.4558,"[625, 667, 750, 392, 500, 500, 10]",0.0005746200556732364
NN4,8,T,0,1000000000000.0,"[625, 667, 750, 784, 594, 500, 10]",0.0005600414697187558
NN4,8,T,0,1333521432163.324,"[834, 833, 750, 784, 594, 500, 10]",0.000546978083126542
NN4,8,T,0,1778279410038.9229,"[834, 833, 750, 784, 1000, 500, 10]",0.0005368488707067941
NN4,8,T,0,2371373705661.6553,"[834, 833, 750, 784, 1000, 500, 10]",0.0005280261700004856
NN4,8,T,0,3162277660168.3794,"[834, 1000, 750, 784, 1000, 500, 10]",0.0005212499749215841
NN4,8,T,0,4216965034285.8223,"[834, 1000, 750, 784, 1000, 500, 10]",0.0005152552823331801
NN4,8,T,0,5623413251903.491,"[834, 1000, 750, 784, 1000, 500, 10]",0.0005107598970744077
NN4,8,T,0,7498942093324.559,"[834, 1000, 750, 784, 1000, 500, 10]",0.0005073888337001357
NN4,8,T,0,10000000000000.0,"[834, 1000, 750, 784, 1000, 500, 10]",0.0005048608927964766
NN4,8,T,0,1e+18,"[834, 1000, 750, 784, 1000, 500, 10]",0.0004972814229919325
NN4,8,T,0,435200000000.0,"[834, 833, 750, 392, 500, 500, 10]",0.000622411946251558
NN4,16,R,1,1000000000.0,"[625, 125, 125, 131, 125, 125, 10]",0.01890271672808392
NN4,16,R,1,1333521432.163324,"[625, 125, 125, 131, 125, 125, 10]",0.014662587222505052
NN4,16,R,1,1778279410.0389228,"[625, 125, 125, 131, 125, 125, 10]",0.011482938659451773
NN4,16,R,1,2371373705.6616554,"[625, 125, 125, 131, 125, 125, 10]",0.009098538614305852
NN4,16,R,1,3162277660.1683793,"[625, 125, 125, 131, 125, 125, 10]",0.007310490827718882
NN4,16,R,1,4216965034.2858224,"[500, 154, 150, 131, 125, 125, 10]",0.005769738459919541
NN4,16,R,1,5623413251.903491,"[510, 167, 167, 157, 167, 167, 10]",0.004712022574189673
NN4,16,R,1,7498942093.324558,"[510, 182, 167, 157, 167, 167, 10]",0.003934627561104318
NN4,16,R,1,10000000000.0,"[503, 223, 253, 157, 167, 167, 10]",0.0033382521963052202
NN4,16,R,1,13335214321.63324,"[501, 251, 251, 157, 167, 167, 10]",0.0028485089163334918
NN4,16,R,1,17782794100.38923,"[510, 334, 253, 196, 254, 167, 10]",0.0024500732746602083
NN4,16,R,1,23713737056.61655,"[510, 334, 253, 196, 254, 167, 10]",0.002142268054166887
NN4,16,R,1,31622776601.683792,"[510, 334, 384, 196, 250, 250, 10]",0.0019050499415570836
NN4,16,R,1,42169650342.85822,"[510, 334, 384, 267, 250, 250, 10]",0.0017104975841811965
NN4,16,R,1,56234132519.034904,"[519, 504, 379, 392, 334, 250, 10]",0.0015485446547208828
NN4,16,R,1,74989420933.24557,"[519, 504, 506, 392, 500, 250, 10]",0.0014173564396019892
NN4,16,R,1,100000000000.0,"[519, 504, 506, 392, 500, 250, 10]",0.0013124615264869404
NN4,16,R,1,133352143216.3324,"[519, 504, 506, 392, 500, 250, 10]",0.0012338014385535345
NN4,16,R,1,177827941003.89227,"[625, 504, 506, 392, 500, 250, 10]",0.0011728755370999208
NN4,16,R,1,237137370566.16553,"[708, 667, 507, 392, 500, 500, 10]",0.001114232145827154
NN4,16,R,1,316227766016.83795,"[708, 667, 750, 392, 500, 500, 10]",0.0010692012704708596
NN4,16,R,1,421696503428.5823,"[708, 667, 750, 392, 500, 500, 10]",0.0010288991900624345
NN4,16,R,1,562341325190.3491,"[708, 667, 750, 392, 500, 500, 10]",0.0009986768933401054
NN4,16,R,1,749894209332.4558,"[1000, 1000, 750, 784, 500, 500, 10]",0.0009534418448977844
NN4,16,R,1,1000000000000.0,"[1000, 1000, 750, 784, 500, 500, 10]",0.0009264834943080249
NN4,16,R,1,1333521432163.324,"[1000, 1000, 750, 784, 500, 500, 10]",0.0009062675833076101
NN4,16,R,1,1778279410038.9229,"[1000, 1000, 750, 784, 500, 500, 10]",0.0008911077887120187
NN4,16,R,1,2371373705661.6553,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008783247283747165
NN4,16,R,1,3162277660168.3794,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008685899335366162
NN4,16,R,1,4216965034285.8223,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008612898672584852
NN4,16,R,1,5623413251903.491,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008558155898287717
NN4,16,R,1,7498942093324.559,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008517104608839501
NN4,16,R,1,10000000000000.0,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008486320484596654
NN4,16,R,1,1e+18,"[1000, 1000, 750, 784, 1000, 500, 10]",0.0008394021119599534
NN4,16,R,1,435200000000.0,"[1000, 1000, 750, 392, 500, 500, 10]",0.001027328905658652
NN4,16,R,0,1000000000.0,"[625, 125, 125, 112, 112, 100, 10]",0.018874492038718188
NN4,16,R,0,1333521432.163324,"[625, 125, 125, 112, 112, 100, 10]",0.014656387849488667
NN4,16,R,0,1778279410.0389228,"[625, 125, 125, 112, 112, 100, 10]",0.011493255943624476
NN4,16,R,0,2371373705.6616554,"[625, 125, 125, 112, 112, 100, 10]",0.009121241644062186
NN4,16,R,0,3162277660.1683793,"[625, 125, 125, 112, 112, 100, 10]",0.007342481856366644
NN4,16,R,0,4216965034.2858224,"[625, 125, 125, 112, 112, 100, 10]",0.006008600191780327
NN4,16,R,0,5623413251.903491,"[625, 125, 125, 131, 125, 125, 10]",0.004975805116676241
NN4,16,R,0,7498942093.324558,"[500, 154, 150, 131, 125, 125, 10]",0.00401873388436411
NN4,16,R,0,10000000000.0,"[510, 167, 167, 157, 167, 167, 10]",0.003405505342123616
NN4,16,R,0,13335214321.63324,"[510, 182, 167, 157, 167, 167, 10]",0.00295885251325199
NN4,16,R,0,17782794100.38923,"[510, 182, 167, 157, 167, 167, 10]",0.0026183693074650237
NN4,16,R,0,23713737056.61655,"[510, 255, 256, 157, 167, 167, 10]",0.0023280611247025896
NN4,16,R,0,31622776601.683792,"[510, 334, 253, 196, 167, 167, 10]",0.0020664979377943613
NN4,16,R,0,42169650342.85822,"[510, 334, 253, 196, 254, 167, 10]",0.0018561840745787558
NN4,16,R,0,56234132519.034904,"[510, 334, 253, 196, 254, 167, 10]",0.001696913982040721
NN4,16,R,0,74989420933.24557,"[510, 334, 384, 267, 250, 250, 10]",0.0015578923700047785
NN4,16,R,0,100000000000.0,"[503, 504, 379, 265, 334, 250, 10]",0.001441862951445998
NN4,16,R,0,133352143216.3324,"[503, 504, 379, 392, 500, 250, 10]",0.0013404664429204972
NN4,16,R,0,177827941003.89227,"[503, 504, 506, 392, 500, 250, 10]",0.0012563970501644635
NN4,16,R,0,237137370566.16553,"[503, 504, 506, 392, 500, 250, 10]",0.0011917590124100523
NN4,16,R,0,316227766016.83795,"[625, 504, 506, 392, 500, 250, 10]",0.0011428716964211126
NN4,16,R,0,421696503428.5823,"[708, 667, 507, 392, 500, 500, 10]",0.0010959178086908429
NN4,16,R,0,562341325190.3491,"[708, 667, 507, 392, 500, 500, 10]",0.0010566500332943997
NN4,16,R,0,749894209332.4558,"[708, 667, 750, 392, 500, 500, 10]",0.0010213634132773828
NN4,16,R,0,1000000000000.0,"[708, 667, 750, 392, 500, 500, 10]",0.0009930258579661732
NN4,16,R,0,1333521432163.324,"[708, 667, 750, 784, 500, 500, 10]",0.0009703496706736417
NN4,16,R,0,1778279410038.9229,"[834, 1000, 750, 784, 500, 500, 10]",0.0009270302605347126
NN4,16,R,0,2371373705661.6553,"[834, 1000, 750, 784, 500, 500, 10]",0.0009066776001348618
NN4,16,R,0,3162277660168.3794,"[834, 1000, 750, 784, 500, 500, 10]",0.0008914152579565036
NN4,16,R,0,4216965034285.8223,"[834, 1000, 750, 784, 1000, 500, 10]",0.0008791574434388414
NN4,16,R,0,5623413251903.491,"[834, 1000, 750, 784, 1000, 500, 10]",0.0008692143817412273
NN4,16,R,0,7498942093324.559,"[834, 1000, 750, 784, 1000, 500, 10]",0.0008617581373511512
NN4,16,R,0,10000000000000.0,"[834, 1000, 750, 784, 1000, 500, 10]",0.0008561667428596655
NN4,16,R,0,1e+18,"[834, 1000, 750, 784, 1000, 500, 10]",0.0008394021873068975
NN4,16,R,0,435200000000.0,"[834, 833, 750, 392, 500, 500, 10]",0.001121840865703901
NN4,16,T,1,1000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.015273450684840791
NN4,16,T,1,1333521432.163324,"[1000, 1000, 784, 784, 1000, 500, 10]",0.011670774811744758
NN4,16,T,1,1778279410.0389228,"[1000, 1000, 784, 784, 1000, 500, 10]",0.008969149036408296
NN4,16,T,1,2371373705.6616554,"[1000, 1000, 784, 784, 1000, 500, 10]",0.006943215511700174
NN4,16,T,1,3162277660.1683793,"[1000, 1000, 784, 784, 1000, 500, 10]",0.005423979693029064
NN4,16,T,1,4216965034.2858224,"[1000, 1000, 784, 784, 1000, 500, 10]",0.004284713549997144
NN4,16,T,1,5623413251.903491,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0034303844664489865
NN4,16,T,1,7498942093.324558,"[1000, 1000, 784, 784, 1000, 500, 10]",0.0027897280338319195
NN4,16,T,1,10000000000.0,"[1000, 1000, 784, 784, 1000, 500, 10]",0.002309303484840792
